epoch,train_loss,train_utility,train_distill_loss,teacher_runtime_s_mean,train_soft_outage,train_tail_excess,outage_weight,tail_weight,distill_weight,val_loss,val_utility,val_soft_outage,val_tail_excess
1,251466415374.9662,-599846.7342325846,314332264928.875,2.991424255849173,521314.8633829753,208341726347.2396,0.0,0.0,0.8,-10.517181634902954,10.517181634902954,0.0,0.0
2,9274399967.466553,-57512.27677408854,11592927790.104166,2.966287903410072,64307.10615030924,4695743737.8411455,0.0,0.0,0.8,-12.321849822998047,12.321849822998047,0.0,0.0
3,2115223401.951701,-69797.13358561198,2643942013.3333335,2.9546662542658546,79087.62150065105,2380092759.5833335,0.0,0.0,0.8,-9.49786114692688,9.49786114692688,0.0,0.0
4,664489912.878418,-57184.36669921875,830540921.6666666,2.9769140011630952,60464.54870605469,1077401921.6666667,0.0,0.0,0.8,-11.984857559204102,11.984857559204102,0.0,0.0
5,78692167.26041667,-28539.06699625651,25337778.359375,2.9807742901612073,30652.930653889973,414393534.2578125,0.2857142857142857,0.14285714285714285,0.7678571428571429,-13.860677242279053,13.860677242279053,0.0,0.0
6,-20.92070984840393,12.891454736391703,0.5136883209149042,2.9842718850510814,0.0,0.0,0.5714285714285714,0.2857142857142857,0.7357142857142858,-14.312997341156006,14.312997341156006,0.0,0.0
7,-17.554508050282795,10.549632549285889,0.40386684735616046,2.9587588096037507,0.0,0.0,0.8571428571428571,0.42857142857142855,0.7035714285714286,-15.333184719085693,15.333184719085693,0.0,0.0
8,-16.624055941899616,10.459909955660502,0.2017104004820188,0.8130913590236256,0.0,0.0,1.1428571428571428,0.5714285714285714,0.6714285714285715,-9.65642786026001,9.65642786026001,0.0,0.0
9,-14.549655675888062,9.33199910322825,0.17136143893003464,0.8177315987025698,0.0,0.0,1.4285714285714286,0.7142857142857143,0.6392857142857142,-10.83729362487793,10.83729362487793,0.0,0.0
10,-16.068441152572632,11.301910201708475,0.16992553075154623,0.8212279612198472,0.0,0.0,1.7142857142857142,0.8571428571428571,0.6071428571428572,-8.164149761199951,8.164149761199951,0.0,0.0
11,-15.167480945587158,9.55840289592743,0.14714822794000307,0.8129554219388714,0.0,0.0,2.0,1.0,0.575,-7.545843839645386,7.545843839645386,0.0,0.0
12,-15.7283984820048,10.318912665049234,0.169614906112353,0.814794707034404,0.0,0.0,2.2857142857142856,1.1428571428571428,0.5428571428571429,-9.397823572158813,9.397823572158813,0.0,0.0
13,-17.362757007280987,11.336904168128967,0.18217124789953232,0.8116396427309761,0.0,0.0,2.5714285714285716,1.2857142857142858,0.5107142857142857,-10.452459812164307,10.452459812164307,0.0,0.0
14,-19.13597838083903,12.757241328557333,0.17946679890155792,0.8110610048752278,0.0,0.0,2.857142857142857,1.4285714285714286,0.47857142857142854,-10.668703079223633,10.668703079223633,0.0,0.0
15,-21.465672810872395,14.557953914006552,0.1589625726143519,0.8200574186630547,0.0,0.0,3.142857142857143,1.5714285714285714,0.44642857142857145,-11.597160339355469,11.597160339355469,0.0,0.0
16,-21.369943777720135,14.339467604955038,0.16460706541935602,0.8091201852075756,0.0,0.0,3.4285714285714284,1.7142857142857142,0.4142857142857143,-15.843751907348633,15.843751907348633,0.0,0.0
17,-17.051968336105347,10.975051561991373,0.15311520049969354,0.809858471310387,0.0,0.0,3.7142857142857144,1.8571428571428572,0.3821428571428571,-11.789689064025879,11.789689064025879,0.0,0.0
18,-18.52781065305074,12.098884582519531,0.13896181931098303,0.822607848715658,0.0,0.0,4.0,2.0,0.35,-12.302384853363037,12.302384853363037,0.0,0.0
19,-19.412660121917725,12.6816086769104,0.24736106768250465,0.8213771351147443,0.0,0.0,4.0,2.0,0.35,-14.068771362304688,14.068771362304688,0.0,0.0
20,-17.648549636205036,10.93515113989512,0.14249073341488838,0.8142723079460362,0.0,0.0,4.0,2.0,0.35,-7.78022837638855,7.78022837638855,0.0,0.0
21,-18.388935407002766,11.951974987983704,0.0,0.0,0.0,0.0,4.0,2.0,0.35,-14.518290042877197,14.518290042877197,0.0,0.0
22,-18.955207188924152,11.365983883539835,0.0,0.0,0.0,0.0,4.0,2.0,0.35,-13.794453859329224,13.794453859329224,0.0,0.0
23,-20.472857236862183,12.597102920214335,0.0,0.0,0.0,0.0,4.0,2.0,0.35,-13.384553909301758,13.384553909301758,0.0,0.0
