algorithm,sweep_tag,sweep_value,sample_id,sum_rate_bps_per_hz,weighted_sum_rate,worst_fs_excess,mean_positive_fs_excess,fs_outage_any,power_violation,active_subband_fraction,runtime_ms
static_notch_mf,fs_in_target_db,-6.0,0,20.588258743286133,20.588258743286133,1929.679931640625,219.82293701171875,1.0,3.973643103449831e-08,0.9166666865348816,11.388604063540697
static_notch_mf,fs_in_target_db,-6.0,1,25.70172691345215,25.70172691345215,2782.745849609375,420.4212951660156,1.0,2.2706531765948057e-08,0.9166666865348816,11.388604063540697
risk_neutral_pgd,fs_in_target_db,-6.0,0,49.616546630859375,49.616546630859375,2978.827880859375,427.3794860839844,1.0,0.0,1.0,266.3158418145031
risk_neutral_pgd,fs_in_target_db,-6.0,1,57.12722396850586,57.12722396850586,4823.1669921875,705.16015625,1.0,0.0,1.0,266.3158418145031
wideband_pgd,fs_in_target_db,-6.0,0,33.46516036987305,33.46516036987305,31511.3828125,5136.85693359375,1.0,0.0,0.9166666865348816,270.16937313601375
wideband_pgd,fs_in_target_db,-6.0,1,35.510986328125,35.510986328125,46722.1640625,10048.7236328125,1.0,0.0,0.9166666865348816,270.16937313601375
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,0,50.25716781616211,50.25716781616211,41479.4453125,3521.685791015625,1.0,0.0,0.9166666865348816,276.30787156522274
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,1,54.06840133666992,54.06840133666992,70864.1953125,6114.65625,1.0,0.0,0.9166666865348816,276.30787156522274
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,0,7.116677761077881,7.116677761077881,-0.0030001401901245117,0.0,0.0,0.0,0.9166666865348816,338.01053557544947
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,1,8.496047973632812,8.496047973632812,-0.00299990177154541,0.0,0.0,0.0,0.9166666865348816,338.01053557544947
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-6.0,0,18.599462509155273,18.599462509155273,-0.00100022554397583,0.0,0.0,0.0,0.9166666865348816,400.6941160187125
