algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max,repair_selective_iters_mean,repair_alpha_mean,repair_alpha_min,repair_global_used_fraction,repair_global_scale_mean,repair_worst_excess_mean,recovery_safe_fraction_mean,recovery_eta_mean,recovery_eta_min,recovery_num_groups,recovery_global_rescue_fraction,recovery_global_scale_mean,recovery_worst_excess_mean
risk_neutral_pgd,1,21.658157348632812,4449.84765625,27836.947265625,3.4059798537100505e-08,,,,,,,,,,,,,,,
risk_neutral_pgd,2,42.8345947265625,4267.72021484375,26174.48828125,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,3,46.5792350769043,3612.8935546875,20273.603515625,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,4,49.93989181518555,3492.057861328125,20090.8515625,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,5,50.9604606628418,4015.0234375,24583.828125,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,6,51.89567184448242,3516.493408203125,20233.11328125,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,7,51.69992446899414,3003.994384765625,15001.24609375,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,8,53.43525314331055,2926.155029296875,15666.775390625,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,9,56.11494827270508,2651.531982421875,11238.56640625,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,10,54.96147155761719,3203.564453125,17715.654296875,0.0,,,,,,,,,,,,,,,
wideband_pgd,1,-54774.58203125,861.45849609375,5233.89892578125,2.838316426334586e-08,,,,,,,,,,,,,,,
wideband_pgd,2,-1993361.875,31508.2109375,190095.3125,0.0,,,,,,,,,,,,,,,
wideband_pgd,3,-2293708.25,26904.080078125,236271.453125,0.0,,,,,,,,,,,,,,,
wideband_pgd,4,-2179801.5,26539.478515625,222716.8125,0.0,,,,,,,,,,,,,,,
wideband_pgd,5,-2207125.5,26598.412109375,226022.09375,0.0,,,,,,,,,,,,,,,
wideband_pgd,6,-2200541.75,26590.142578125,225214.515625,0.0,,,,,,,,,,,,,,,
wideband_pgd,7,-2202324.5,26597.505859375,225423.53125,0.0,,,,,,,,,,,,,,,
wideband_pgd,8,-2201943.25,26598.958984375,225373.265625,0.0,,,,,,,,,,,,,,,
wideband_pgd,9,-2202067.75,26600.2421875,225386.46875,0.0,,,,,,,,,,,,,,,
wideband_pgd,10,-2202045.5,26600.337890625,225383.46875,0.0,,,,,,,,,,,,,,,
budgeted_primal_dual_pgd,1,-13076.853515625,861.45849609375,5233.89892578125,2.838316426334586e-08,1.46844482421875,3.4276986122131348,,,,,,,,,,,,,
budgeted_primal_dual_pgd,2,-573911.8125,19420.228515625,229551.625,0.0,2.284642457962036,5.177698612213135,,,,,,,,,,,,,
budgeted_primal_dual_pgd,3,-450745.75,15332.6953125,180283.3125,0.0,2.8676111698150635,5.914775848388672,,,,,,,,,,,,,
budgeted_primal_dual_pgd,4,-471328.78125,16028.78515625,188501.390625,0.0,3.4591972827911377,7.664775848388672,,,,,,,,,,,,,
budgeted_primal_dual_pgd,5,-468921.3125,15939.3828125,187520.265625,0.0,4.0959649085998535,9.414775848388672,,,,,,,,,,,,,
