group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,24.0,0.0,0.46054044365882874,15450648.527817871
2.0,12.0,0.3223169147968292,0.46054044365882874,15450648.527817871
4.0,6.0,0.5833564400672913,0.46054044365882874,15450648.527817871
6.0,4.0,0.7560593485832214,0.46054044365882874,15450648.527817871
8.0,3.0,0.8023464679718018,0.46054044365882874,15450648.527817871
12.0,2.0,0.8658956289291382,0.46054044365882874,15450648.527817871
