avg_sinr_db,avg_user_rate_bps_per_hz,converged,max_bs_power_violation_watt,max_bs_power_watt,max_fs_interference_watt,max_fs_violation_watt,num_iter,sum_rate_bps_per_hz,sweep_variable,sweep_value,snr_db,bs_total_tx_power_dbm,fs_in_target_db
-31.281102180480957,3.425029218196869,0.0,0.0,79.43268585205078,8.96829947544947e-11,8.959018184435952e-11,20.0,143.85122108459473,fs_in_target_db,-6.0,0.0,49.0,-6.0
-13.49412751197815,4.120780408382416,0.0,0.0,43.540687680244446,4.1233432401983905e-10,4.122965594692378e-10,20.0,173.0727767944336,fs_in_target_db,-10.0,0.0,49.0,-10.0
-27.928241729736328,3.490329623222351,0.0,0.0,61.02952027320862,1.4225972331562142e-10,1.422446869493721e-10,20.0,146.59383392333984,fs_in_target_db,-14.0,0.0,49.0,-14.0
