algorithm,layer,utility,mean_violation,cvar,power_violation
risk_neutral_pgd,8,56.53461837768555,704.808349609375,4191.75537109375,0.0
risk_neutral_pgd,9,54.05201721191406,857.1271362304688,6111.775390625,0.0
risk_neutral_pgd,10,55.994014739990234,838.479736328125,5956.548828125,0.0
wideband_pgd,1,-29949.380859375,440.3291015625,2921.12744140625,3.4059798537100505e-08
wideband_pgd,2,-3681850.0,38511.38671875,388025.625,0.0
wideband_pgd,3,-2323978.25,25031.833984375,243565.421875,0.0
wideband_pgd,4,-2709549.25,28958.619140625,284398.5,0.0
wideband_pgd,5,-2647112.0,28303.384765625,277822.59375,0.0
wideband_pgd,6,-2682600.25,28651.392578125,281605.96875,0.0
wideband_pgd,7,-2684719.25,28666.361328125,281842.78125,0.0
wideband_pgd,8,-2690462.25,28720.5,282459.25,0.0
wideband_pgd,9,-2692733.5,28741.0546875,282704.4375,0.0
wideband_pgd,10,-2694481.5,28757.724609375,282891.9375,0.0
scenario_adaptive_unfolded,1,-4120.79541015625,440.3291015625,2921.12744140625,3.4059798537100505e-08
scenario_adaptive_unfolded,2,-9467.9892578125,132.8861541748047,638.2271118164062,0.0
scenario_adaptive_unfolded,3,-195.08277893066406,132.88465881347656,638.2100830078125,0.0
scenario_adaptive_unfolded,4,-5287.70361328125,122.17413330078125,546.8739013671875,0.0
scenario_adaptive_unfolded,5,-788.7132568359375,10.04662036895752,76.87825012207031,0.0
scenario_adaptive_unfolded,6,-382.8013916015625,32.10367202758789,287.4498291015625,0.0
scenario_adaptive_unfolded,7,-8.26970100402832,0.6534106135368347,4.673764228820801,0.0
scenario_adaptive_unfolded,8,18.986196517944336,0.0,0.0,0.0
risk_neutral_pgd,1,23.599782943725586,2565.714599609375,24087.7421875,2.554484801464696e-08
risk_neutral_pgd,2,47.70455551147461,2978.016845703125,29946.505859375,0.0
risk_neutral_pgd,3,50.93253707885742,3427.397705078125,35956.796875,0.0
risk_neutral_pgd,4,51.81599044799805,4839.2841796875,52893.0078125,0.0
risk_neutral_pgd,5,51.6039924621582,4252.8876953125,46643.9765625,0.0
risk_neutral_pgd,6,51.42225646972656,4002.7421875,42655.828125,0.0
risk_neutral_pgd,7,50.57307052612305,3658.091552734375,38751.4921875,0.0
risk_neutral_pgd,8,50.1259651184082,3777.901123046875,40524.859375,0.0
risk_neutral_pgd,9,52.03353500366211,4621.337890625,51285.31640625,0.0
risk_neutral_pgd,10,53.379146575927734,4181.75341796875,46174.60546875,0.0
wideband_pgd,1,-69288.0078125,998.99365234375,6790.390625,2.554484801464696e-08
wideband_pgd,2,-29074288.0,283700.0625,3102350.75,0.0
wideband_pgd,3,-18569478.0,181397.890625,1981065.75,0.0
wideband_pgd,4,-21416116.0,209197.25,2284771.25,0.0
