algorithm,layer,utility,mean_violation,cvar,power_violation
wideband_pgd,5,-905774336.0,8403907.0,97464464.0,0.0
wideband_pgd,6,-909850112.0,8442531.0,97901520.0,0.0
wideband_pgd,7,-909915072.0,8442897.0,97908952.0,0.0
wideband_pgd,8,-910562240.0,8448935.0,97978528.0,0.0
wideband_pgd,9,-910793728.0,8451061.0,98003480.0,0.0
wideband_pgd,10,-910964608.0,8452645.0,98021872.0,0.0
scenario_adaptive_unfolded,1,-1282354.25,96259.1328125,917418.75,2.554484801464696e-08
scenario_adaptive_unfolded,2,-1206859.75,8334.0703125,80888.4375,0.0
scenario_adaptive_unfolded,3,-24428.296875,8333.9609375,80887.390625,0.0
scenario_adaptive_unfolded,4,-627440.125,7277.90771484375,70195.3984375,0.0
scenario_adaptive_unfolded,5,-574550400.0,4908679.5,58901464.0,0.0
scenario_adaptive_unfolded,6,-58009792.0,4377837.5,52520408.0,0.0
scenario_adaptive_unfolded,7,-90263080.0,1050146.875,12601462.0,0.0
scenario_adaptive_unfolded,8,-5157930.0,57387.75390625,688596.25,0.0
risk_neutral_pgd,1,27.312246322631836,116091.6015625,730520.625,1.1353265882974029e-08
risk_neutral_pgd,2,47.66937255859375,102974.9765625,628248.75,0.0
risk_neutral_pgd,3,47.536865234375,101677.125,632752.625,0.0
risk_neutral_pgd,4,52.27444076538086,101419.4609375,695424.125,0.0
risk_neutral_pgd,5,52.390018463134766,114605.7578125,691218.5,0.0
risk_neutral_pgd,6,53.323726654052734,131654.421875,763869.625,0.0
risk_neutral_pgd,7,54.52018356323242,116500.4375,754170.6875,0.0
risk_neutral_pgd,8,52.848567962646484,108633.3125,668287.25,0.0
risk_neutral_pgd,9,53.07381820678711,112068.2890625,732138.875,0.0
risk_neutral_pgd,10,53.77369689941406,130901.1328125,984140.0625,0.0
wideband_pgd,1,-6304532.5,59613.78125,676293.875,2.554484801464696e-08
wideband_pgd,2,-285411040.0,2708989.5,30597028.0,0.0
wideband_pgd,3,-184683920.0,1777650.625,19752398.0,0.0
wideband_pgd,4,-212215680.0,2045405.5,22691828.0,0.0
wideband_pgd,5,-207090304.0,1996535.0,22142788.0,0.0
wideband_pgd,6,-209361856.0,2017976.0,22386530.0,0.0
wideband_pgd,7,-209342112.0,2017594.5,22384776.0,0.0
wideband_pgd,8,-209673744.0,2020641.625,22420518.0,0.0
wideband_pgd,9,-209800368.0,2021772.125,22434226.0,0.0
wideband_pgd,10,-209915136.0,2022811.375,22446624.0,0.0
scenario_adaptive_unfolded,1,-934602.5625,59613.78125,676293.875,2.554484801464696e-08
scenario_adaptive_unfolded,2,-2999745.5,17215.041015625,197704.09375,0.0
scenario_adaptive_unfolded,3,-54907.6015625,17214.95703125,197703.140625,0.0
scenario_adaptive_unfolded,4,-1677844.5,16311.0654296875,187411.515625,0.0
scenario_adaptive_unfolded,5,-10649896.0,89422.0390625,1071193.25,0.0
scenario_adaptive_unfolded,6,-873541.1875,64903.49609375,778042.75,0.0
scenario_adaptive_unfolded,7,-1118.2847900390625,28.005807876586914,156.8977813720703,0.0
scenario_adaptive_unfolded,8,-183.6997833251953,4.026585102081299,26.984241485595703,0.0
risk_neutral_pgd,1,22.26433563232422,300843.78125,3516585.5,3.689811478579941e-08
risk_neutral_pgd,2,43.44620132446289,229491.671875,2665550.0,0.0
risk_neutral_pgd,3,40.51118469238281,202198.859375,2340302.5,0.0
risk_neutral_pgd,4,46.67546463012695,173980.796875,1998612.5,0.0
risk_neutral_pgd,5,47.58595657348633,131590.671875,1487422.625,0.0
risk_neutral_pgd,6,49.3643798828125,84413.9765625,924753.3125,0.0
risk_neutral_pgd,7,49.54733657836914,157810.140625,1804101.875,0.0
risk_neutral_pgd,8,50.679107666015625,84600.3828125,928814.9375,0.0
risk_neutral_pgd,9,50.35811233520508,77866.2890625,839478.75,0.0
risk_neutral_pgd,10,48.28633499145508,55464.33984375,568377.5,0.0
wideband_pgd,1,-535983.125,9243.1787109375,49669.41015625,2.2706531765948057e-08
wideband_pgd,2,-30358590.0,553050.8125,2757856.0,0.0
wideband_pgd,3,-29945874.0,443020.71875,2912572.5,0.0
wideband_pgd,4,-31685612.0,476927.28125,3066464.5,0.0
wideband_pgd,5,-31234188.0,468002.75,3026770.0,0.0
wideband_pgd,6,-31348818.0,470401.34375,3036601.5,0.0
wideband_pgd,7,-31321424.0,469888.40625,3034139.0,0.0
wideband_pgd,8,-31328996.0,470063.875,3034756.25,0.0
wideband_pgd,9,-31327522.0,470047.40625,3034603.0,0.0
wideband_pgd,10,-31328148.0,470067.78125,3034643.0,0.0
scenario_adaptive_unfolded,1,-69504.1953125,9243.1787109375,49669.41015625,2.2706531765948057e-08
scenario_adaptive_unfolded,2,-244180.109375,2375.636474609375,16186.765625,0.0
scenario_adaptive_unfolded,3,-5002.62255859375,2375.6240234375,16186.671875,0.0
scenario_adaptive_unfolded,4,-144037.765625,2238.547607421875,15508.5078125,0.0
scenario_adaptive_unfolded,5,-236520.84375,2086.252685546875,24015.65234375,0.0
scenario_adaptive_unfolded,6,-17984.611328125,1362.81982421875,13702.5966796875,0.0
scenario_adaptive_unfolded,7,-25161.970703125,310.1324157714844,3510.565673828125,0.0
scenario_adaptive_unfolded,8,-7139.1923828125,83.5269775390625,954.0546875,0.0
risk_neutral_pgd,1,18.266326904296875,6577.63330078125,29936.72265625,5.676632941487014e-09
risk_neutral_pgd,2,39.34597396850586,6335.92138671875,28816.9375,0.0
risk_neutral_pgd,3,41.18705749511719,5955.55078125,24154.013671875,0.0
risk_neutral_pgd,4,44.85165786743164,6801.07275390625,28525.318359375,0.0
risk_neutral_pgd,5,44.9502067565918,6346.673828125,26235.25,0.0
risk_neutral_pgd,6,46.357757568359375,6523.462890625,30335.109375,0.0
risk_neutral_pgd,7,46.616302490234375,6845.64892578125,31362.640625,0.0
risk_neutral_pgd,8,46.90139389038086,6358.53515625,29852.83984375,0.0
risk_neutral_pgd,9,48.14190673828125,6220.509765625,27436.78125,0.0
risk_neutral_pgd,10,49.63525390625,5833.97607421875,24230.671875,0.0
wideband_pgd,1,-314124.4375,4966.169921875,29956.0078125,1.9868215517249155e-08
wideband_pgd,2,-24803556.0,310442.0,2518367.5,0.0
wideband_pgd,3,-15440444.0,194413.953125,1565530.75,0.0
wideband_pgd,4,-17743690.0,222883.421875,1800055.75,0.0
wideband_pgd,5,-17197116.0,216288.3125,1744099.75,0.0
wideband_pgd,6,-17345462.0,218187.296875,1759082.375,0.0
wideband_pgd,7,-17312116.0,217822.546875,1755597.875,0.0
wideband_pgd,8,-17321820.0,217969.578125,1756535.25,0.0
wideband_pgd,9,-17320018.0,217965.734375,1756317.5,0.0
wideband_pgd,10,-17320822.0,217987.921875,1756376.125,0.0
scenario_adaptive_unfolded,1,-43525.3828125,4966.169921875,29956.0078125,1.9868215517249155e-08
scenario_adaptive_unfolded,2,-218853.5625,2185.715087890625,15664.33984375,0.0
scenario_adaptive_unfolded,3,-6145.755859375,2185.652587890625,15663.638671875,0.0
scenario_adaptive_unfolded,4,-121025.0078125,1984.2281494140625,13940.10546875,0.0
scenario_adaptive_unfolded,5,-43793.8671875,414.6064147949219,4759.802734375,0.0
scenario_adaptive_unfolded,6,-2999.092041015625,242.9811248779297,1718.412109375,0.0
scenario_adaptive_unfolded,7,-119.32998657226562,2.161128282546997,19.21971893310547,0.0
scenario_adaptive_unfolded,8,-1.4421844482421875,0.11234249919652939,1.3481099605560303,0.0
risk_neutral_pgd,1,22.29247283935547,10019.8154296875,49020.2890625,1.1353265882974029e-08
risk_neutral_pgd,2,48.41203308105469,9667.4716796875,49808.4375,0.0
risk_neutral_pgd,3,48.56617736816406,8520.2275390625,44623.52734375,0.0
risk_neutral_pgd,4,52.04945373535156,7631.20166015625,44259.55078125,0.0
risk_neutral_pgd,5,51.3974723815918,7797.49072265625,46428.2265625,0.0
risk_neutral_pgd,6,51.315547943115234,7527.71044921875,43893.62109375,0.0
risk_neutral_pgd,7,49.87936019897461,7510.96875,42139.4296875,0.0
risk_neutral_pgd,8,53.02064895629883,7660.01171875,45850.8359375,0.0
risk_neutral_pgd,9,55.58646774291992,7788.111328125,46372.78515625,0.0
risk_neutral_pgd,10,52.961334228515625,8176.59765625,51984.67578125,0.0
wideband_pgd,1,-438165.15625,7090.2734375,41478.71875,1.419158213167293e-08
wideband_pgd,2,-15600654.0,326606.4375,1337697.0,0.0
wideband_pgd,3,-13432524.0,223046.9375,1260854.625,0.0
wideband_pgd,4,-14267796.0,244204.390625,1325593.0,0.0
wideband_pgd,5,-14249502.0,241214.125,1328912.5,0.0
wideband_pgd,6,-14356172.0,243243.015625,1338442.25,0.0
wideband_pgd,7,-14384046.0,243433.515625,1341569.25,0.0
wideband_pgd,8,-14406969.0,243777.375,1343790.0,0.0
wideband_pgd,9,-14417872.0,243914.859375,1344895.0,0.0
wideband_pgd,10,-14424519.0,244011.921875,1345543.875,0.0
scenario_adaptive_unfolded,1,-57976.19921875,7090.2734375,41478.71875,1.419158213167293e-08
scenario_adaptive_unfolded,2,-245331.796875,2481.126220703125,16174.7939453125,0.0
scenario_adaptive_unfolded,3,-4940.95166015625,2481.118896484375,16174.7412109375,0.0
scenario_adaptive_unfolded,4,-147303.4375,2369.06494140625,15711.83203125,0.0
scenario_adaptive_unfolded,5,-2594.60498046875,34.92668914794922,226.33261108398438,0.0
scenario_adaptive_unfolded,6,-2341.939453125,179.61988830566406,866.2344360351562,0.0
scenario_adaptive_unfolded,7,-143.6584930419922,5.10801362991333,21.526668548583984,0.0
scenario_adaptive_unfolded,8,-9.793166160583496,0.25733134150505066,2.477062225341797,0.0
risk_neutral_pgd,1,25.375585556030273,15339.16796875,150815.15625,3.4059798537100505e-08
risk_neutral_pgd,2,47.31157302856445,13713.6083984375,133276.9375,0.0
risk_neutral_pgd,3,48.86284255981445,13733.07421875,134408.96875,0.0
risk_neutral_pgd,4,52.72287368774414,12274.1357421875,120432.0390625,0.0
risk_neutral_pgd,5,51.19905471801758,15953.0869140625,162909.84375,0.0
risk_neutral_pgd,6,51.68586349487305,14442.8701171875,142582.5,0.0
risk_neutral_pgd,7,54.66600036621094,12456.6064453125,118490.9375,0.0
risk_neutral_pgd,8,51.965179443359375,12875.4013671875,126085.109375,0.0
risk_neutral_pgd,9,52.736873626708984,10843.4384765625,100433.03125,0.0
risk_neutral_pgd,10,53.01405715942383,11272.3955078125,103959.640625,0.0
wideband_pgd,1,-287060.15625,4080.1103515625,28235.15625,1.419158213167293e-08
wideband_pgd,2,-57988768.0,609769.5625,6105281.0,0.0
wideband_pgd,3,-42201992.0,424601.375,4479123.5,0.0
wideband_pgd,4,-46458064.0,468185.75,4929411.5,0.0
wideband_pgd,5,-45474488.0,458103.0,4825369.5,0.0
wideband_pgd,6,-45737368.0,460909.125,4852967.5,0.0
wideband_pgd,7,-45675148.0,460315.34375,4846303.5,0.0
wideband_pgd,8,-45691796.0,460518.5,4848003.5,0.0
wideband_pgd,9,-45688144.0,460499.40625,4847583.0,0.0
wideband_pgd,10,-45689372.0,460523.625,4847691.0,0.0
scenario_adaptive_unfolded,1,-39473.34765625,4080.1103515625,28235.15625,1.419158213167293e-08
scenario_adaptive_unfolded,2,-148844.359375,1169.06591796875,9937.2509765625,0.0
scenario_adaptive_unfolded,3,-2997.221923828125,1169.04931640625,9937.09765625,0.0
scenario_adaptive_unfolded,4,-80729.9609375,1050.06591796875,8912.32421875,0.0
scenario_adaptive_unfolded,5,-239167.671875,2077.395263671875,24403.3828125,0.0
scenario_adaptive_unfolded,6,-9569.53515625,724.8965454101562,8349.8369140625,0.0
scenario_adaptive_unfolded,7,-1118.0810546875,19.035083770751953,159.37594604492188,0.0
scenario_adaptive_unfolded,8,-96.22328186035156,1.8922487497329712,15.566475868225098,0.0
