avg_sinr_db,avg_user_rate_bps_per_hz,converged,max_bs_power_violation_watt,max_bs_power_watt,max_fs_interference_watt,max_fs_violation_watt,num_iter,sum_rate_bps_per_hz,sweep_variable,sweep_value,snr_db,bs_total_tx_power_dbm,fs_in_target_db
-28.24350118637085,3.5036813616752625,0.0,0.0,43.55786418914795,1.2170388837166298e-16,0.0,20.0,147.15461921691895,fs_in_target_db,-6.0,0.0,49.0,-6.0
-13.660972595214844,4.149628162384033,0.0,0.0,27.45610737800598,8.394555096221716e-17,0.0,20.0,174.28437423706055,fs_in_target_db,-10.0,0.0,49.0,-10.0
-25.642428874969482,3.620008707046509,0.0,0.0,61.68050241470337,1.1064112109263897e-16,0.0,20.0,152.04036331176758,fs_in_target_db,-14.0,0.0,49.0,-14.0
