algorithm,sweep_tag,sweep_value,sum_rate_bps_per_hz_mean,weighted_sum_rate_mean,sum_rate_bps_per_hz_p50,sum_rate_bps_per_hz_p05,sum_rate_bps_per_hz_p95,fs_outage_prob_any,worst_fs_excess_mean,mean_positive_fs_excess,cvar95_fs_excess,power_violation_mean,active_subband_fraction_mean,runtime_ms_mean,mean_delay_spread_ns,blocked_subband_fraction_mean,weight_profile,weight_sample_idx
static_notch_mf,weight_profile,0.0,14.12106704711914,14.12106704711914,14.12106704711914,14.12106704711914,14.12106704711914,0.0,-0.9486904740333557,0.0,0.0,5.298190686175985e-08,0.8333333134651184,10.466741863638163,64.1201171875,0.1666666865348816,uniform,0
risk_neutral_pgd,weight_profile,0.0,16.832077026367188,16.832077026367188,16.832077026367188,16.832077026367188,16.832077026367188,1.0,1387.46435546875,346.8660888671875,1387.46435546875,0.0,1.0,154.78127170354128,64.1201171875,0.1666666865348816,uniform,0
wideband_pgd,weight_profile,0.0,16.681596755981445,16.681596755981445,16.681596755981445,16.681596755981445,16.681596755981445,0.0,-0.9648863077163696,0.0,0.0,0.0,0.8333333134651184,159.55711901187897,64.1201171875,0.1666666865348816,uniform,0
budgeted_primal_dual_pgd,weight_profile,0.0,15.375091552734375,15.375091552734375,15.375091552734375,15.375091552734375,15.375091552734375,0.0,-0.9729910492897034,0.0,0.0,0.0,0.8333333134651184,316.27580476924777,64.1201171875,0.1666666865348816,uniform,0
budgeted_primal_dual_pgd_repair,weight_profile,0.0,13.91862964630127,13.91862964630127,13.91862964630127,13.91862964630127,13.91862964630127,0.0,-0.9847825169563293,0.0,0.0,0.0,0.8333333134651184,402.11180970072746,64.1201171875,0.1666666865348816,uniform,0
budgeted_primal_dual_pgd_repair_recover,weight_profile,0.0,13.91862964630127,13.91862964630127,13.91862964630127,13.91862964630127,13.91862964630127,0.0,-0.9847825169563293,0.0,0.0,0.0,0.8333333134651184,528.0266171321273,64.1201171875,0.1666666865348816,uniform,0
budget_aware_primal_dual_unfolded,weight_profile,0.0,11.504347801208496,11.504347801208496,11.504347801208496,11.504347801208496,11.504347801208496,0.0,-0.9861780405044556,0.0,0.0,0.0,0.8333333134651184,350.618417840451,64.1201171875,0.1666666865348816,uniform,0
rate_recovered_primal_dual_unfolded,weight_profile,0.0,14.458056449890137,14.458056449890137,14.458056449890137,14.458056449890137,14.458056449890137,0.0,-0.9876081943511963,0.0,0.0,0.0,0.8333333134651184,544.2382423207164,64.1201171875,0.1666666865348816,uniform,0
static_notch_mf,weight_profile,0.0,14.12106704711914,9.501078605651855,14.12106704711914,14.12106704711914,14.12106704711914,0.0,-0.9486904740333557,0.0,0.0,5.298190686175985e-08,0.8333333134651184,10.420394130051136,64.1201171875,0.1666666865348816,inverse_serving_gain,0
risk_neutral_pgd,weight_profile,0.0,15.267909049987793,13.546371459960938,15.267909049987793,15.267909049987793,15.267909049987793,1.0,600.772216796875,150.19305419921875,600.772216796875,0.0,1.0,145.7800753414631,64.1201171875,0.1666666865348816,inverse_serving_gain,0
