epoch,train_loss,train_utility,train_distill_loss,teacher_runtime_s_mean,train_soft_outage,train_tail_excess,outage_weight,tail_weight,distill_weight,val_loss,val_utility,val_soft_outage,val_tail_excess
1,293546448682.61847,-212581.51516492027,326162501767.2422,1.8511686933426452,239539.62647826332,108720726489.57942,0.0,0.0,0.9,-9.453057527542114,9.453057527542114,0.0,0.0
2,264799072.58444563,-6031.171263558524,294214506.95115083,2.145993098882692,6809.270410346134,98068726.13739836,0.0,0.0,0.9,-10.33910846710205,10.33910846710205,0.0,0.0
3,141323724369.45355,-160721.9104249137,157026185321.40424,1.993058389019487,181106.5527839831,52341984815.318245,0.0,0.0,0.9,-10.000890731811523,10.000890731811523,0.0,0.0
4,177367487372.55234,-141802.03812960215,190522387858.54666,1.9855879377906345,159791.55849749703,63507402379.102776,0.5714285714285714,0.2857142857142857,0.8357142857142857,-5.591334819793701,5.591334819793701,0.0,0.0
5,1438461965.129472,-19041.152849469865,1495389810.9663372,1.8298246186625744,21460.917204550333,498455903.4164273,1.1428571428571428,0.5714285714285714,0.7714285714285715,-6.259958267211914,6.259958267211914,0.0,0.0
6,1489.9973876476288,9.794694934572492,2126.3682713466033,1.8260063824044275,0.0,0.0,1.7142857142857142,0.8571428571428571,0.7071428571428572,-6.7127509117126465,6.7127509117126465,0.0,0.0
7,647.3242170129504,10.258270638329643,1028.6445881894656,1.8277567550207354,0.0,0.0,2.2857142857142856,1.1428571428571428,0.6428571428571429,-10.208762884140015,10.208762884140015,0.0,0.0
8,-12.254475525447301,8.586497681481498,0.31998212954827715,0.5540928091587765,0.0,0.0,2.857142857142857,1.4285714285714286,0.5785714285714285,-10.672135353088379,10.672135353088379,0.0,0.0
9,-14.155937331063408,10.36535917009626,0.35338413608925684,0.5516927614142852,0.0,0.0,3.4285714285714284,1.7142857142857142,0.5142857142857143,-7.365361928939819,7.365361928939819,0.0,0.0
10,-12.883658477238246,9.714708123888288,0.2750407835202558,0.5568808134578701,0.0,0.0,4.0,2.0,0.45,-10.413235664367676,10.413235664367676,0.0,0.0
11,-12.552059854779925,9.384690999984741,0.33021392141069683,0.5581345477673624,0.0,0.0,4.0,2.0,0.45,-8.912915229797363,8.912915229797363,0.0,0.0
12,-12.848929796900068,9.83051860332489,0.36250463633665014,0.554171260512833,0.0,0.0,4.0,2.0,0.45,-6.736762285232544,6.736762285232544,0.0,0.0
13,-11.42157963344029,8.621137806347438,0.3186546830194337,0.5577936719637364,0.0,0.0,4.0,2.0,0.45,-7.160344839096069,7.160344839096069,0.0,0.0
14,-11.759775706699916,8.651347858565194,0.2821761965751648,0.5527458089470331,0.0,0.0,4.0,2.0,0.45,-8.28150749206543,8.28150749206543,0.0,0.0
15,-11.441892215183803,8.635370237486702,0.26718760122145924,0.5520939908456057,0.0,0.0,4.0,2.0,0.45,-6.471588134765625,6.471588134765625,0.0,0.0
16,-12.848630053656441,10.035720961434501,0.300304899258273,0.5553249887722943,0.0,0.0,4.0,2.0,0.45,-10.281372308731079,10.281372308731079,0.0,0.0
17,-11.410517828805107,8.662163836615425,0.2335615541253771,0.5550628260576299,0.0,0.0,4.0,2.0,0.45,-12.878655672073364,12.878655672073364,0.0,0.0
18,-11.12033384186881,8.380407810211182,0.26699475944042206,0.559890441596508,0.0,0.0,4.0,2.0,0.45,-8.0351083278656,8.0351083278656,0.0,0.0
19,-12.253063338143486,9.073832580021449,0.30249460094741415,0.5590275178463864,0.0,0.0,4.0,2.0,0.45,-11.703900814056396,11.703900814056396,0.0,0.0
20,-12.826880250658308,9.355529308319092,0.28195687915597645,0.5591310837106513,0.0,0.0,4.0,2.0,0.45,-7.122410297393799,7.122410297393799,0.0,0.0
21,-12.537171159471784,9.062047038759504,0.2762153851134436,0.5555157872648644,0.0,0.0,4.0,2.0,0.45,-12.23449993133545,12.23449993133545,0.0,0.0
22,-12.874459539140974,8.915327651160103,0.2851388417184353,0.5583398282261831,0.0,0.0,4.0,2.0,0.45,-10.398819208145142,10.398819208145142,0.0,0.0
23,-13.313295841217041,9.246300731386457,0.3198057487607002,0.559931611742026,0.0,0.0,4.0,2.0,0.45,-7.49724006652832,7.49724006652832,0.0,0.0
24,-15.061969552721296,10.320229598454066,0.2973771552954401,0.559613802037867,0.0,0.0,4.0,2.0,0.45,-9.92028021812439,9.92028021812439,0.0,0.0
25,-14.734424114227295,9.862744501658849,0.0,0.0,0.0,0.0,4.0,2.0,0.45,-7.763801097869873,7.763801097869873,0.0,0.0
26,-14.460649422236852,9.583819729941231,0.0,0.0,0.0,0.0,4.0,2.0,0.45,-10.177357196807861,10.177357196807861,0.0,0.0
27,-15.239595413208008,10.423826387950353,0.0,0.0,0.0,0.0,4.0,2.0,0.45,-12.444100379943848,12.444100379943848,0.0,0.0
28,-17.368713106427872,12.433034011295863,0.0,0.0,0.0,0.0,4.0,2.0,0.45,-8.119328022003174,8.119328022003174,0.0,0.0
29,-14.099249703543526,9.189482620784215,0.0,0.0,0.0,0.0,4.0,2.0,0.45,-9.5763578414917,9.5763578414917,0.0,0.0
