group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,24.0,0.0,0.5367255210876465,17991493.983368963
2.0,12.0,0.33193331956863403,0.5367255210876465,17991493.983368963
4.0,6.0,0.5744561553001404,0.5367255210876465,17991493.983368963
6.0,4.0,0.7700343728065491,0.5367255210876465,17991493.983368963
8.0,3.0,0.8454293608665466,0.5367255210876465,17991493.983368963
12.0,2.0,0.8763583302497864,0.5367255210876465,17991493.983368963
