group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,24.0,0.0,0.5544926524162292,18709006.810337134
2.0,12.0,0.4854412376880646,0.5544926524162292,18709006.810337134
4.0,6.0,0.7193578481674194,0.5544926524162292,18709006.810337134
6.0,4.0,0.8374621272087097,0.5544926524162292,18709006.810337134
8.0,3.0,0.8744993209838867,0.5544926524162292,18709006.810337134
12.0,2.0,0.9096006155014038,0.5544926524162292,18709006.810337134
