algorithm,sweep_tag,sweep_value,sum_rate_bps_per_hz_mean,weighted_sum_rate_mean,sum_rate_bps_per_hz_p50,sum_rate_bps_per_hz_p05,sum_rate_bps_per_hz_p95,fs_outage_prob_any,worst_fs_excess_mean,mean_positive_fs_excess,cvar95_fs_excess,power_violation_mean,active_subband_fraction_mean,runtime_ms_mean,mean_delay_spread_ns,blocked_subband_fraction_mean
budget_aware_primal_dual_unfolded,fs_in_target_db,-14.0,35.907368977864586,35.907368977864586,35.90736961364746,31.11867866516113,40.69606056213379,1.0,71737.7646484375,7348.138020833333,85292.21321614583,0.0,0.8993055522441864,295.9430751313145,82.04956817626953,0.1006944477558136
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,35.394835472106934,35.394835472106934,35.39483531316122,29.802895720799764,40.98677490552266,1.0,14565142.40234375,1220483.7989908855,14639509.705729166,0.0,0.8854166766007742,295.8773469630008,83.95930099487305,0.11458333333333333
budget_aware_primal_dual_unfolded,fs_in_target_db,-6.0,37.20064036051432,37.20064036051432,37.20063988367716,34.07467261950175,40.32660714785258,1.0,34720.02530924479,3523.0432637532554,38316.759440104164,0.0,0.8958333432674408,295.67070670115453,82.21136983235677,0.1041666567325592
budgeted_primal_dual_pgd,fs_in_target_db,-14.0,45.57555739084879,45.57555739084879,45.57555707295736,33.460015487670894,57.691098340352376,1.0,2352685.1119791665,257142.1796875,3074779.9479166665,0.0,0.8993055522441864,269.7486181665833,82.04956817626953,0.1006944477558136
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,47.064345041910805,47.064345041910805,47.06434520085653,35.83817569414774,58.29051502545675,1.0,176175956.625,14738755.06640625,176853494.20833334,0.0,0.8854166766007742,270.2166880092894,83.95930099487305,0.11458333333333333
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,45.9083620707194,45.9083620707194,45.90836159388224,37.774621121088664,54.042102066675824,1.0,352426.818359375,33341.18025716146,397448.7265625,0.0,0.8958333432674408,269.8075152002275,82.21136983235677,0.1041666567325592
budgeted_primal_dual_pgd_repair,fs_in_target_db,-14.0,11.26435524225235,11.26435524225235,11.26435524225235,2.289323426783085,20.23938700556755,0.0,-0.003000035881996155,0.0,0.0,0.0,0.8993055522441864,330.63128392677754,82.04956817626953,0.1006944477558136
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,8.110408930728832,8.110408930728832,8.110408930728832,1.322873174957931,14.897944769232224,0.0,-0.0030001302560170493,0.0,0.0,0.0,0.8854166766007742,331.66187539851916,83.95930099487305,0.11458333333333333
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,9.633992195129395,9.633992195129395,9.633992234865824,3.7217467447121937,15.546237615744273,0.0,-0.003000020980834961,0.0,0.0,0.0,0.8958333432674408,330.53262492952246,82.21136983235677,0.1041666567325592
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-14.0,18.418741703033447,18.418741703033447,18.418741703033447,10.767438499132792,26.07004518508911,0.0,-0.0016258756319681804,0.0,0.0,0.0,0.8993055522441864,421.7619508660088,82.04956817626953,0.1006944477558136
