epoch,train_loss,train_utility,train_distill_loss,teacher_runtime_s_mean,train_soft_outage,train_tail_excess,outage_weight,tail_weight,distill_weight,val_loss,val_utility,val_soft_outage,val_tail_excess
1,107519044.69459602,-21063.865656648362,126468207.16452576,2.2946061029631113,23741.05357660566,1198911392.4228585,0.0,0.0,0.85,-9.80750322341919,9.80750322341919,0.0,0.0
2,24790.034750870294,-548.8551298550198,28519.034366948265,1.9708007973884898,631.4969499089888,872197.961205933,0.0,0.0,0.85,-7.163390874862671,7.163390874862671,0.0,0.0
3,2238700.4262997084,-1014.6316063063485,2632571.4146993672,2.267645804743682,1151.765118735177,1187108.8130050641,0.0,0.0,0.85,-5.845741033554077,5.845741033554077,0.0,0.0
4,312305.07278905594,-888.286456993648,61404.40691802331,2.2710700193420053,1007.0147433451244,1231027.154588559,0.42857142857142855,0.21428571428571427,0.7685714285714286,-6.0037336349487305,6.0037336349487305,0.0,0.0
5,58080337.10093314,-6399.581412587847,2127096.7122428077,2.2689316793611005,7222.413110988481,132080965.77076475,0.8571428571428571,0.42857142857142855,0.6871428571428572,-9.762895584106445,9.762895584106445,0.0,0.0
6,483.52926908220564,11.916378906794957,787.068040890353,1.6639856787265412,4.422909451382501,20.254440933599003,1.2857142857142856,0.6428571428571428,0.6057142857142858,-9.529385566711426,9.529385566711426,0.0,0.0
7,28757.611387865883,-120.82422855922154,21430.415264606476,1.9782902363554709,150.60266503265925,20000.109295700277,1.7142857142857142,0.8571428571428571,0.5242857142857142,-10.023843050003052,10.023843050003052,0.0,0.0
8,19913.16408423015,-85.77312292371478,16166.44334790962,1.364202842249402,114.15909906796047,11595.11644567762,2.142857142857143,1.0714285714285714,0.44285714285714284,-8.953678607940674,8.953678607940674,0.0,0.0
9,76396105.400538,-5356.372737203325,48565423.73065983,2.27392798582358,6050.2402540275025,45750646.75276102,2.571428571428571,1.2857142857142856,0.3614285714285715,-8.519967317581177,8.519967317581177,0.0,0.0
10,100337.51667697089,-183.6576066357749,20929.973975351877,2.282188381733639,222.30805622466974,62417.69581498349,3.0,1.5,0.28,-10.611254215240479,10.611254215240479,0.0,0.0
11,-16.391658306121826,8.79976327078683,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-10.208924770355225,10.208924770355225,0.0,0.0
12,-16.25042520250593,9.312988315309797,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-10.892968654632568,10.892968654632568,0.0,0.0
13,-16.238581453050887,9.698507479258947,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-8.884739398956299,8.884739398956299,0.0,0.0
14,-16.08481638772147,9.041581290108818,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-8.989099502563477,8.989099502563477,0.0,0.0
15,-16.327718870980398,8.630219902311053,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-7.19596791267395,7.19596791267395,0.0,0.0
16,-19.005576406206405,10.564119952065605,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-12.003490447998047,12.003490447998047,0.0,0.0
17,-17.239244529179164,9.142058338437762,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-5.9120824337005615,5.9120824337005615,0.0,0.0
18,-18.536622047424316,10.928527525493077,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-9.967310428619385,9.967310428619385,0.0,0.0
19,-16.83173397609166,9.754908391407557,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-8.169872999191284,8.169872999191284,0.0,0.0
20,-17.568031787872314,9.94872968537467,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-8.473376035690308,8.473376035690308,0.0,0.0
21,-15.611473424094063,9.176002877099174,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-7.535644054412842,7.535644054412842,0.0,0.0
22,-18.320750168391637,11.125111988612584,0.0,0.0,0.0,0.0,3.0,1.5,0.28,-8.139252185821533,8.139252185821533,0.0,0.0
