algorithm,sweep_tag,sweep_value,sample_id,sum_rate_bps_per_hz,weighted_sum_rate,worst_fs_excess,mean_positive_fs_excess,fs_outage_any,power_violation,active_subband_fraction,runtime_ms
static_notch_mf,fs_in_target_db,-10.0,0,8.35030460357666,8.35030460357666,290.1701354980469,72.54253387451172,1.0,2.6490953430879927e-08,0.9166666865348816,10.04355400800705
risk_neutral_pgd,fs_in_target_db,-10.0,0,14.507472038269043,14.507472038269043,499.4375305175781,148.86135864257812,1.0,0.0,1.0,147.65875798184425
wideband_pgd,fs_in_target_db,-10.0,0,4.042542934417725,4.042542934417725,6623.14697265625,1655.7867431640625,1.0,0.0,0.9166666865348816,149.2043500766158
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,0,8.325562477111816,8.325562477111816,8914.5,2228.625,1.0,0.0,0.9166666865348816,301.2888269731775
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,0,3.9428303241729736,3.9428303241729736,-0.0030001401901245117,0.0,0.0,0.0,0.9166666865348816,392.33877300284803
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-10.0,0,9.028815269470215,9.028815269470215,-0.0010346770286560059,0.0,0.0,0.0,0.9166666865348816,511.5605089813471
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,0,16.21527862548828,16.21527862548828,3.4617772102355957,0.8654443025588989,1.0,0.0,0.9166666865348816,419.29168708156794
rate_recovered_primal_dual_unfolded,fs_in_target_db,-10.0,0,6.059625148773193,6.059625148773193,-0.0030002593994140625,0.0,0.0,0.0,0.9166666865348816,629.9846440088004
static_notch_mf,fs_in_target_db,-10.0,0,12.525801658630371,12.525801658630371,5617.3330078125,1484.541015625,1.0,1.3245476715439963e-08,0.9166666865348816,10.000934009440243
risk_neutral_pgd,fs_in_target_db,-10.0,0,18.634525299072266,18.634525299072266,17093.265625,4284.0849609375,1.0,0.0,1.0,146.90178201999515
wideband_pgd,fs_in_target_db,-10.0,0,6.103268146514893,6.103268146514893,153004.921875,39899.2890625,1.0,0.0,0.9166666865348816,148.9783339202404
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,0,12.499435424804688,12.499435424804688,206628.390625,51905.640625,1.0,0.0,0.9166666865348816,300.8665010565892
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,0,0.9081973433494568,0.9081973433494568,-0.003000319004058838,0.0,0.0,0.0,0.9166666865348816,391.96273498237133
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-10.0,0,13.14748477935791,13.14748477935791,-0.003000319004058838,0.0,0.0,0.0,0.9166666865348816,511.56887598335743
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,0,14.250000953674316,14.250000953674316,167.62002563476562,47.693389892578125,1.0,0.0,0.9166666865348816,418.6707269400358
rate_recovered_primal_dual_unfolded,fs_in_target_db,-10.0,0,8.366265296936035,8.366265296936035,-0.0029998421669006348,0.0,0.0,0.0,0.9166666865348816,632.2887459537014
