algorithm,sweep_tag,sweep_value,sum_rate_bps_per_hz_mean,weighted_sum_rate_mean,sum_rate_bps_per_hz_p50,sum_rate_bps_per_hz_p05,sum_rate_bps_per_hz_p95,fs_outage_prob_any,worst_fs_excess_mean,mean_positive_fs_excess,cvar95_fs_excess,power_violation_mean,active_subband_fraction_mean,runtime_ms_mean,mean_delay_spread_ns,blocked_subband_fraction_mean,weight_profile,weight_sample_idx
static_notch_mf,weight_profile,0.0,15.337855339050293,15.337855339050293,15.337855339050293,15.337855339050293,15.337855339050293,1.0,4142.0068359375,1160.4573974609375,4142.0068359375,6.622738624173508e-08,0.9166666865348816,9.519236162304878,71.41776275634766,0.08333331346511841,uniform,0
risk_neutral_pgd,weight_profile,0.0,18.950767517089844,18.950767517089844,18.950767517089844,18.950767517089844,18.950767517089844,1.0,5936.8212890625,1571.3250732421875,5936.8212890625,0.0,1.0,144.2372677847743,71.41776275634766,0.08333331346511841,uniform,0
wideband_pgd,weight_profile,0.0,8.4224271774292,8.4224271774292,8.4224271774292,8.4224271774292,8.4224271774292,1.0,178178.59375,49851.44921875,178178.59375,0.0,0.9166666865348816,139.23004269599915,71.41776275634766,0.08333331346511841,uniform,0
scenario_adaptive_unfolded,weight_profile,0.0,8.585918426513672,8.585918426513672,8.585918426513672,8.585918426513672,8.585918426513672,1.0,498243.09375,124649.375,498243.09375,0.0,0.9166666865348816,163.17753493785858,71.41776275634766,0.08333331346511841,uniform,0
static_notch_mf,weight_profile,0.0,15.337855339050293,14.399802207946777,15.337855339050293,15.337855339050293,15.337855339050293,1.0,4142.0068359375,1160.4573974609375,4142.0068359375,6.622738624173508e-08,0.9166666865348816,8.681756909936666,71.41776275634766,0.08333331346511841,inverse_serving_gain,0
risk_neutral_pgd,weight_profile,0.0,21.57326316833496,21.880638122558594,21.57326316833496,21.57326316833496,21.57326316833496,1.0,12193.5029296875,3185.913818359375,12193.5029296875,0.0,1.0,135.06054691970348,71.41776275634766,0.08333331346511841,inverse_serving_gain,0
wideband_pgd,weight_profile,0.0,9.403412818908691,6.992067813873291,9.403412818908691,9.403412818908691,9.403412818908691,1.0,178178.609375,49851.51953125,178178.609375,0.0,0.9166666865348816,141.38179179280996,71.41776275634766,0.08333331346511841,inverse_serving_gain,0
scenario_adaptive_unfolded,weight_profile,0.0,10.362695693969727,8.805537223815918,10.362695693969727,10.362695693969727,10.362695693969727,1.0,498242.9375,124650.1796875,498242.9375,0.0,0.9166666865348816,159.79486471042037,71.41776275634766,0.08333331346511841,inverse_serving_gain,0
static_notch_mf,weight_profile,0.0,15.337855339050293,11.859474182128906,15.337855339050293,15.337855339050293,15.337855339050293,1.0,4142.0068359375,1160.4573974609375,4142.0068359375,6.622738624173508e-08,0.9166666865348816,8.66119796410203,71.41776275634766,0.08333331346511841,hotspot_priority,0
risk_neutral_pgd,weight_profile,0.0,18.095006942749023,14.966690063476562,18.095006942749023,18.095006942749023,18.095006942749023,1.0,2441.483642578125,807.6639404296875,2441.483642578125,0.0,1.0,135.62668627128005,71.41776275634766,0.08333331346511841,hotspot_priority,0
wideband_pgd,weight_profile,0.0,6.47769021987915,5.362279415130615,6.47769021987915,6.47769021987915,6.47769021987915,1.0,178178.609375,49845.98828125,178178.609375,0.0,0.9166666865348816,140.92963887378573,71.41776275634766,0.08333331346511841,hotspot_priority,0
scenario_adaptive_unfolded,weight_profile,0.0,6.872934341430664,12.728767395019531,6.872934341430664,6.872934341430664,6.872934341430664,1.0,498242.9375,124648.7421875,498242.9375,6.622738624173508e-08,0.9166666865348816,157.95469284057617,71.41776275634766,0.08333331346511841,hotspot_priority,0
static_notch_mf,weight_profile,0.0,15.337855339050293,14.833426475524902,15.337855339050293,15.337855339050293,15.337855339050293,1.0,4142.0068359375,1160.4573974609375,4142.0068359375,6.622738624173508e-08,0.9166666865348816,9.224680718034506,71.41776275634766,0.08333331346511841,lognormal,0
risk_neutral_pgd,weight_profile,0.0,19.20026206970215,18.77403450012207,19.20026206970215,19.20026206970215,19.20026206970215,1.0,10985.603515625,2822.198486328125,10985.603515625,0.0,1.0,137.53331219777465,71.41776275634766,0.08333331346511841,lognormal,0
wideband_pgd,weight_profile,0.0,10.400005340576172,8.675622940063477,10.400005340576172,10.400005340576172,10.400005340576172,1.0,178178.625,49851.48828125,178178.625,0.0,0.9166666865348816,138.99126322939992,71.41776275634766,0.08333331346511841,lognormal,0
scenario_adaptive_unfolded,weight_profile,0.0,9.13164234161377,8.077713966369629,9.13164234161377,9.13164234161377,9.13164234161377,1.0,498243.0,124654.4140625,498243.0,2.6490953430879927e-08,0.9166666865348816,161.0757098533213,71.41776275634766,0.08333331346511841,lognormal,0
static_notch_mf,weight_profile,0.0,11.452548027038574,11.452548027038574,11.452548027038574,11.452548027038574,11.452548027038574,1.0,5.936314105987549,1.4840785264968872,5.936314105987549,1.3245476715439963e-08,0.9166666865348816,8.725539781153202,72.76419067382812,0.08333331346511841,uniform,1
risk_neutral_pgd,weight_profile,0.0,16.44574737548828,16.44574737548828,16.44574737548828,16.44574737548828,16.44574737548828,1.0,2261.85888671875,590.9263305664062,2261.85888671875,0.0,1.0,136.13569596782327,72.76419067382812,0.08333331346511841,uniform,1
wideband_pgd,weight_profile,0.0,15.138567924499512,15.138567924499512,15.138567924499512,15.138567924499512,15.138567924499512,1.0,153.49551391601562,38.373878479003906,153.49551391601562,0.0,0.9166666865348816,139.97399620711803,72.76419067382812,0.08333331346511841,uniform,1
