group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,12.0,0.0,0.43358004093170166,29430460.090813905
2.0,6.0,0.5114638805389404,0.43358004093170166,29430460.090813905
3.0,4.0,0.5881355404853821,0.43358004093170166,29430460.090813905
4.0,3.0,0.6735506057739258,0.43358004093170166,29430460.090813905
6.0,2.0,0.7893841862678528,0.43358004093170166,29430460.090813905
