epoch,train_loss,train_utility,train_distill_loss,teacher_runtime_s_mean,train_soft_outage,train_tail_excess,outage_weight,tail_weight,distill_weight,val_loss,val_utility,val_soft_outage,val_tail_excess
1,304679140253.8609,-611134.709753418,358445315267.1125,2.9720808848011075,525084.1223144531,210570939348.38437,0.0,0.0,0.85,-12.779376029968262,12.779376029968262,0.0,0.0
2,4678942468.999414,-61701.91372070312,5504565541.35,2.944620132597629,70304.08120117188,2486975058.4875,0.0,0.0,0.85,-10.322386264801025,10.322386264801025,0.0,0.0
3,242546499.80566406,-27716.0115234375,285316204.8,2.9389860835974106,29184.9392578125,157592056.8,0.0,0.0,0.85,-9.942214250564575,9.942214250564575,0.0,0.0
4,41762071.860766605,-7614.271789550781,49122889.065625,2.937931403197581,8783.787854003906,23498366.984375,0.0,0.0,0.85,-8.541728973388672,8.541728973388672,0.0,0.0
5,842273656.815625,-41512.98624267578,863546947.075,2.926110133199836,45865.38774414062,778652591.903125,0.2857142857142857,0.17857142857142855,0.8142857142857143,-15.507561206817627,15.507561206817627,0.0,0.0
6,-16.910333728790285,13.529241847991944,0.5147918105125427,2.941958632596652,0.0,0.0,0.5714285714285714,0.3571428571428571,0.7785714285714286,-16.17779016494751,16.17779016494751,0.0,0.0
7,-14.60073938369751,11.50608558654785,0.4087181925773621,2.936329492801451,0.0,0.0,0.8571428571428571,0.5357142857142857,0.7428571428571429,-15.216107845306396,15.216107845306396,0.0,0.0
8,-15.629634189605714,12.578848171234132,0.17072983384132384,1.348057282800437,0.0,0.0,1.1428571428571428,0.7142857142857142,0.7071428571428571,-15.094343662261963,15.094343662261963,0.0,0.0
9,-13.739925289154053,11.553917598724365,0.13375964313745498,1.3453821313974914,0.0,0.0,1.4285714285714286,0.8928571428571429,0.6714285714285714,-14.191047191619873,14.191047191619873,0.0,0.0
10,-14.356187915802002,12.157307815551757,0.12143639475107193,1.3421810070023639,0.0,0.0,1.7142857142857142,1.0714285714285714,0.6357142857142857,-10.374468803405762,10.374468803405762,0.0,0.0
11,-15.084506511688232,12.476843023300171,0.15030660331249238,1.3426321459992323,0.0,0.0,2.0,1.25,0.6,-16.60833740234375,16.60833740234375,0.0,0.0
12,-13.64456090927124,11.137811851501464,0.13028693944215775,1.342730084597133,0.0,0.0,2.2857142857142856,1.4285714285714284,0.5642857142857143,-11.243830680847168,11.243830680847168,0.0,0.0
13,-13.72053108215332,11.026796817779541,0.15853204280138017,1.334647108000354,0.0,0.0,2.5714285714285716,1.6071428571428572,0.5285714285714285,-14.366076946258545,14.366076946258545,0.0,0.0
14,-13.936092758178711,11.017830181121827,0.1827847182750702,1.3411453762004384,0.0,0.0,2.857142857142857,1.7857142857142858,0.4928571428571428,-10.272773027420044,10.272773027420044,0.0,0.0
15,-17.310774040222167,13.7472074508667,0.15500052720308305,1.3357562171993778,0.0,0.0,3.142857142857143,1.9642857142857142,0.45714285714285713,-10.38152027130127,10.38152027130127,0.0,0.0
16,-14.17015199661255,11.236342096328736,0.12079076915979385,1.3346453450008995,0.0,0.0,3.4285714285714284,2.142857142857143,0.42142857142857143,-11.289581775665283,11.289581775665283,0.0,0.0
17,-13.197447156906128,10.58689637184143,0.15397747606039047,1.3441885629988974,0.0,0.0,3.7142857142857144,2.3214285714285716,0.3857142857142857,-8.953624248504639,8.953624248504639,0.0,0.0
18,-14.994893169403076,11.962108469009399,0.14680788218975066,1.3441132926003774,0.0,0.0,4.0,2.5,0.35,-10.537054538726807,10.537054538726807,0.0,0.0
19,-17.862503910064696,14.636656951904296,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-9.979405879974365,9.979405879974365,0.0,0.0
20,-13.930774688720703,10.937841129302978,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-7.825069427490234,7.825069427490234,0.0,0.0
21,-13.248501300811768,10.31936502456665,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-13.573976516723633,13.573976516723633,0.0,0.0
22,-15.58991756439209,12.51038417816162,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-15.0307936668396,15.0307936668396,0.0,0.0
23,-15.068235874176025,11.88713231086731,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-13.189748764038086,13.189748764038086,0.0,0.0
24,-14.99384880065918,11.829080629348756,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-12.670692443847656,12.670692443847656,0.0,0.0
25,-15.78954381942749,12.8780517578125,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-14.979114055633545,14.979114055633545,0.0,0.0
26,-15.639504337310791,12.243244934082032,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-12.177037715911865,12.177037715911865,0.0,0.0
27,-13.998507976531982,10.55118236541748,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-11.190080165863037,11.190080165863037,0.0,0.0
28,-16.75568218231201,12.960361003875732,0.0,0.0,0.0,0.0,4.0,2.5,0.35,-10.251319885253906,10.251319885253906,0.0,0.0
