algorithm,sweep_tag,sweep_value,sample_id,sum_rate_bps_per_hz,weighted_sum_rate,worst_fs_excess,mean_positive_fs_excess,fs_outage_any,power_violation,active_subband_fraction,runtime_ms
static_notch_mf,fs_in_target_db,-6.0,0,17.61312484741211,17.61312484741211,3012.90185546875,500.8224182128906,1.0,3.4059798537100505e-08,0.7916666865348816,11.21608610264957
static_notch_mf,fs_in_target_db,-6.0,1,19.359323501586914,19.359323501586914,810.838134765625,198.4009552001953,1.0,2.2706531765948057e-08,0.9166666865348816,11.21608610264957
risk_neutral_pgd,fs_in_target_db,-6.0,0,59.59110641479492,59.59110641479492,2469.705078125,698.6459350585938,1.0,0.0,1.0,268.67300388403237
risk_neutral_pgd,fs_in_target_db,-6.0,1,50.149810791015625,50.149810791015625,6012.1328125,1411.5511474609375,1.0,0.0,1.0,268.67300388403237
wideband_pgd,fs_in_target_db,-6.0,0,34.83256530761719,34.83256530761719,55670.46875,9042.18359375,1.0,0.0,0.7916666865348816,270.71238146163523
wideband_pgd,fs_in_target_db,-6.0,1,23.659439086914062,23.659439086914062,127780.6953125,12626.01953125,1.0,0.0,0.9166666865348816,270.71238146163523
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,0,48.023250579833984,48.023250579833984,84481.1171875,12700.9658203125,1.0,0.0,0.7916666865348816,279.9465535208583
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,1,58.16929244995117,58.16929244995117,851.7925415039062,234.8912811279297,1.0,0.0,0.9166666865348816,279.9465535208583
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,0,2.2213146686553955,2.2213146686553955,-0.00299990177154541,0.0,0.0,0.0,0.7916666865348816,400.99749295040965
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,1,18.219547271728516,18.219547271728516,-0.00299990177154541,0.0,0.0,0.0,0.9166666865348816,400.99749295040965
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-6.0,0,8.117104530334473,8.117104530334473,-0.0010005831718444824,0.0,0.0,0.0,0.7916666865348816,665.8979910425842
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-6.0,1,19.339345932006836,19.339345932006836,-0.0010274052619934082,0.0,0.0,0.0,0.9166666865348816,665.8979910425842
budget_aware_primal_dual_unfolded,fs_in_target_db,-6.0,0,15.778656005859375,15.778656005859375,104833.203125,16683.720703125,1.0,0.0,0.7916666865348816,305.99656980484724
budget_aware_primal_dual_unfolded,fs_in_target_db,-6.0,1,21.267797470092773,21.267797470092773,1066.7791748046875,213.82167053222656,1.0,0.0,0.9166666865348816,305.99656980484724
rate_recovered_primal_dual_unfolded,fs_in_target_db,-6.0,0,9.518427848815918,9.518427848815918,-0.0010007619857788086,0.0,0.0,0.0,0.7916666865348816,692.8054164163768
rate_recovered_primal_dual_unfolded,fs_in_target_db,-6.0,1,18.616172790527344,18.616172790527344,-0.0010016560554504395,0.0,0.0,0.0,0.9166666865348816,692.8054164163768
static_notch_mf,fs_in_target_db,-6.0,0,23.105886459350586,23.105886459350586,1139.1455078125,260.6318054199219,1.0,2.838316426334586e-08,0.9166666865348816,11.061338940635324
static_notch_mf,fs_in_target_db,-6.0,1,26.454246520996094,26.454246520996094,1184.27978515625,122.95663452148438,1.0,2.2706531765948057e-08,0.9166666865348816,11.061338940635324
risk_neutral_pgd,fs_in_target_db,-6.0,0,50.50249099731445,50.50249099731445,5031.5908203125,607.6071166992188,1.0,0.0,1.0,266.70315861701965
risk_neutral_pgd,fs_in_target_db,-6.0,1,61.826786041259766,61.826786041259766,4883.845703125,742.083251953125,1.0,0.0,1.0,266.70315861701965
wideband_pgd,fs_in_target_db,-6.0,0,18.90833854675293,18.90833854675293,50212.9609375,9052.5947265625,1.0,0.0,0.9166666865348816,269.89793800748885
wideband_pgd,fs_in_target_db,-6.0,1,34.008941650390625,34.008941650390625,32376.5390625,3414.640625,1.0,0.0,0.9166666865348816,269.89793800748885
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,0,51.30149459838867,51.30149459838867,24026.845703125,2183.6455078125,1.0,0.0,0.9166666865348816,278.9560779929161
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,1,50.46137619018555,50.46137619018555,49136.09375,4110.83349609375,1.0,0.0,0.9166666865348816,278.9560779929161
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,0,4.109807968139648,4.109807968139648,-0.00299990177154541,0.0,0.0,0.0,0.9166666865348816,396.9307008665055
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,1,3.441683530807495,3.441683530807495,-0.0029998421669006348,0.0,0.0,0.0,0.9166666865348816,396.9307008665055
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-6.0,0,19.708147048950195,19.708147048950195,-0.0016446113586425781,0.0,0.0,0.0,0.9166666865348816,660.1664901245385
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-6.0,1,19.2291202545166,19.2291202545166,-0.0014162063598632812,0.0,0.0,0.0,0.9166666865348816,660.1664901245385
budget_aware_primal_dual_unfolded,fs_in_target_db,-6.0,0,20.309207916259766,20.309207916259766,42667.2734375,3560.955810546875,1.0,0.0,0.9166666865348816,306.41862750053406
budget_aware_primal_dual_unfolded,fs_in_target_db,-6.0,1,19.34664535522461,19.34664535522461,89824.625,7497.45654296875,1.0,0.0,0.9166666865348816,306.41862750053406
rate_recovered_primal_dual_unfolded,fs_in_target_db,-6.0,0,19.248151779174805,19.248151779174805,-0.0010005831718444824,0.0,0.0,0.0,0.9166666865348816,690.0653061456978
rate_recovered_primal_dual_unfolded,fs_in_target_db,-6.0,1,16.142616271972656,16.142616271972656,-0.0010575056076049805,0.0,0.0,0.0,0.9166666865348816,690.0653061456978
static_notch_mf,fs_in_target_db,-6.0,0,17.218286514282227,17.218286514282227,5280.5078125,1284.3118896484375,1.0,2.2706531765948057e-08,0.9166666865348816,11.05690049007535
static_notch_mf,fs_in_target_db,-6.0,1,19.925447463989258,19.925447463989258,1732.5784912109375,475.8562927246094,1.0,1.7029899268550253e-08,0.9166666865348816,11.05690049007535
risk_neutral_pgd,fs_in_target_db,-6.0,0,49.153446197509766,49.153446197509766,36063.6640625,4227.0732421875,1.0,0.0,1.0,265.7744539901614
risk_neutral_pgd,fs_in_target_db,-6.0,1,52.28866195678711,52.28866195678711,1162.6036376953125,347.0408935546875,1.0,0.0,1.0,265.7744539901614
wideband_pgd,fs_in_target_db,-6.0,0,16.14982032775879,16.14982032775879,374906.40625,56090.38671875,1.0,0.0,0.9166666865348816,273.8610440865159
wideband_pgd,fs_in_target_db,-6.0,1,12.389698028564453,12.389698028564453,99832.7890625,19882.6328125,1.0,0.0,0.9166666865348816,273.8610440865159
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,0,17.939889907836914,17.939889907836914,568913.625,85117.5859375,1.0,0.0,0.9166666865348816,280.57579742744565
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,1,56.84199142456055,56.84199142456055,1362.2496337890625,410.7154235839844,1.0,0.0,0.9166666865348816,280.57579742744565
