algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max,repair_selective_iters_mean,repair_alpha_mean,repair_alpha_min,repair_global_used_fraction,repair_global_scale_mean,repair_worst_excess_mean,recovery_safe_fraction_mean,recovery_eta_mean,recovery_eta_min,recovery_num_groups,recovery_global_rescue_fraction,recovery_global_scale_mean,recovery_worst_excess_mean
risk_neutral_pgd,1,3.9662766456604004,252.7161102294922,780.3603515625,3.973643103449831e-08,,,,,,,,,,,,,,,
risk_neutral_pgd,2,10.289607048034668,271.20928955078125,946.7391357421875,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,3,8.710644721984863,226.1260986328125,713.8380126953125,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,4,6.47252082824707,725.9819946289062,2763.247314453125,0.0,,,,,,,,,,,,,,,
wideband_pgd,1,-1362.4344482421875,29.165761947631836,115.99781036376953,3.973643103449831e-08,,,,,,,,,,,,,,,
wideband_pgd,2,-178577.578125,3818.43603515625,15163.578125,0.0,,,,,,,,,,,,,,,
wideband_pgd,3,-106279.34375,2272.78515625,9024.001953125,0.0,,,,,,,,,,,,,,,
wideband_pgd,4,-122605.421875,2621.6953125,10410.5439453125,0.0,,,,,,,,,,,,,,,
budgeted_primal_dual_pgd,1,-229.72824096679688,29.165761947631836,115.99781036376953,3.973643103449831e-08,0.9732155799865723,2.1267499923706055,,,,,,,,,,,,,
budgeted_primal_dual_pgd,2,-36784.2265625,4597.970703125,18391.8828125,0.0,1.2653270959854126,3.726749897003174,,,,,,,,,,,,,
budgeted_primal_dual_pgd,3,-25597.693359375,3198.278076171875,12793.1123046875,0.0,1.5809744596481323,5.326749801635742,,,,,,,,,,,,,
budgeted_primal_dual_pgd,4,-27469.568359375,3431.547119140625,13726.029296875,0.0,1.9137412309646606,6.9267497062683105,,,,,,,,,,,,,
budgeted_primal_dual_pgd,5,-27137.271484375,3388.740234375,13554.9609375,0.0,2.199002742767334,8.526749610900879,,,,,,,,,,,,,
budgeted_primal_dual_pgd,6,-27208.279296875,3396.663330078125,13586.166015625,0.0,2.5707032680511475,10.126749038696289,,,,,,,,,,,,,
budgeted_primal_dual_pgd,7,-27205.849609375,3395.073974609375,13580.2880859375,0.0,2.971312999725342,11.726749420166016,,,,,,,,,,,,,
budgeted_primal_dual_pgd,8,-27214.98828125,3395.360595703125,13581.4423828125,0.0,3.352119207382202,13.326749801635742,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,1,-229.72824096679688,29.165761947631836,115.99781036376953,3.973643103449831e-08,0.9732155799865723,2.1267499923706055,6.0,0.9151056408882141,0.019999999552965164,1.0,0.002879385370761156,-0.0029997825622558594,,,,,,,
budgeted_primal_dual_pgd_repair,2,-36784.2265625,4597.970703125,18391.8828125,0.0,1.2653270959854126,3.726749897003174,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,3,-25597.693359375,3198.278076171875,12793.1123046875,0.0,1.5809744596481323,5.326749801635742,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,4,-27469.568359375,3431.547119140625,13726.029296875,0.0,1.9137412309646606,6.9267497062683105,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,5,-27137.271484375,3388.740234375,13554.9609375,0.0,2.199002742767334,8.526749610900879,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,6,-27208.279296875,3396.663330078125,13586.166015625,0.0,2.5707032680511475,10.126749038696289,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,7,-27205.849609375,3395.073974609375,13580.2880859375,0.0,2.971312999725342,11.726749420166016,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,8,-27214.98828125,3395.360595703125,13581.4423828125,0.0,3.352119207382202,13.326749801635742,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,9,-34014.91015625,3396.8623046875,13581.1748046875,0.0,6.220869541168213,19.064250946044922,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair,10,-44121.76171875,4402.65625,17608.89453125,0.0,8.151629447937012,24.80175018310547,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,1,-229.72824096679688,29.165761947631836,115.99781036376953,3.973643103449831e-08,0.9732155799865723,2.1267499923706055,6.0,0.9151056408882141,0.019999999552965164,1.0,0.002879385370761156,-0.0029997825622558594,0.75,0.763427734375,0.056640625,4.0,0.0,1.0,-0.0029997825622558594
budgeted_primal_dual_pgd_repair_recover,2,-36784.2265625,4597.970703125,18391.8828125,0.0,1.2653270959854126,3.726749897003174,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,3,-25597.693359375,3198.278076171875,12793.1123046875,0.0,1.5809744596481323,5.326749801635742,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,4,-27469.568359375,3431.547119140625,13726.029296875,0.0,1.9137412309646606,6.9267497062683105,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,5,-27137.271484375,3388.740234375,13554.9609375,0.0,2.199002742767334,8.526749610900879,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,6,-27208.279296875,3396.663330078125,13586.166015625,0.0,2.5707032680511475,10.126749038696289,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,7,-27205.849609375,3395.073974609375,13580.2880859375,0.0,2.971312999725342,11.726749420166016,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,8,-27214.98828125,3395.360595703125,13581.4423828125,0.0,3.352119207382202,13.326749801635742,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,9,-34014.91015625,3396.8623046875,13581.1748046875,0.0,6.220869541168213,19.064250946044922,,,,,,,,,,,,,
budgeted_primal_dual_pgd_repair_recover,10,-44121.76171875,4402.65625,17608.89453125,0.0,8.151629447937012,24.80175018310547,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,1,-373.932373046875,29.165761947631836,115.99781036376953,3.973643103449831e-08,0.03805306553840637,0.11515124142169952,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,2,-5903.09716796875,7003.3544921875,28012.087890625,0.0,0.03970471769571304,0.11391168087720871,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,3,-67920.3125,4269.7353515625,17078.94140625,0.0,0.8826357126235962,3.5305428504943848,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,4,-13.887940406799316,4130.16552734375,16520.662109375,0.0,0.8977336883544922,3.5909347534179688,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,5,-20033.40625,1848.272216796875,7393.0888671875,0.0,0.9516690373420715,3.806676149368286,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,6,-25272.919921875,1817.0391845703125,7268.15673828125,0.0,5.0238261222839355,20.095304489135742,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,7,-104.11972045898438,1810.19189453125,7240.767578125,0.0,5.966268539428711,23.865074157714844,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,8,-585.7111206054688,1799.6064453125,7198.42578125,0.0,5.971441268920898,23.885765075683594,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,9,-189763.890625,4588.9462890625,18355.5546875,0.0,9.15382194519043,36.05487060546875,,,,,,,,,,,,,
budget_aware_primal_dual_unfolded,10,-46955.74609375,4586.96484375,18347.62890625,0.0,9.492537498474121,37.3501091003418,,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,1,-373.932373046875,29.165761947631836,115.99781036376953,3.973643103449831e-08,0.03805306553840637,0.11515124142169952,6.0,0.91807621717453,0.019999999552965164,1.0,0.0028791294898837805,-0.0030001401901245117,0.75,0.781982421875,0.130859375,4.0,0.0,1.0,-0.0030001401901245117
rate_recovered_primal_dual_unfolded,2,-5903.09716796875,7003.3544921875,28012.087890625,0.0,0.03970471769571304,0.11391168087720871,,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,3,-67920.3125,4269.7353515625,17078.94140625,0.0,0.8826357126235962,3.5305428504943848,,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,4,-13.887940406799316,4130.16552734375,16520.662109375,0.0,0.8977336883544922,3.5909347534179688,,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,5,-20033.40625,1848.272216796875,7393.0888671875,0.0,0.9516690373420715,3.806676149368286,,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,6,-25272.919921875,1817.0391845703125,7268.15673828125,0.0,5.0238261222839355,20.095304489135742,,,,,,,,,,,,,
rate_recovered_primal_dual_unfolded,7,-104.11972045898438,1810.19189453125,7240.767578125,0.0,5.966268539428711,23.865074157714844,,,,,,,,,,,,,
