algorithm,layer,utility,mean_violation,cvar,power_violation,dual_mean,dual_max,repair_selective_iters_mean,repair_alpha_mean,repair_alpha_min,repair_global_used_fraction,repair_global_scale_mean,repair_worst_excess_mean,recovery_safe_fraction_mean,recovery_eta_mean,recovery_eta_min,recovery_num_groups,recovery_global_rescue_fraction,recovery_global_scale_mean,recovery_worst_excess_mean
risk_neutral_pgd,1,25.262863159179688,1468.6971435546875,8450.5546875,2.838316426334586e-08,,,,,,,,,,,,,,,
risk_neutral_pgd,2,46.29681396484375,1238.0233154296875,6602.2373046875,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,3,46.20872497558594,1182.2979736328125,5920.4521484375,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,4,49.34859848022461,1254.4259033203125,5781.7138671875,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,5,49.25468063354492,1325.5511474609375,7463.7021484375,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,6,51.17302322387695,1173.4603271484375,6684.21240234375,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,7,50.50812911987305,1242.18701171875,7073.1279296875,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,8,53.853397369384766,1357.7650146484375,8949.412109375,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,9,50.178924560546875,1318.0472412109375,9105.21875,0.0,,,,,,,,,,,,,,,
risk_neutral_pgd,10,53.095184326171875,1500.8316650390625,10817.2802734375,0.0,,,,,,,,,,,,,,,
wideband_pgd,1,-58411.921875,790.008544921875,5823.1171875,3.12214822884016e-08,,,,,,,,,,,,,,,
wideband_pgd,2,-1279303.0,21739.46484375,119155.4296875,0.0,,,,,,,,,,,,,,,
wideband_pgd,3,-1024882.0,16970.369140625,96294.7734375,0.0,,,,,,,,,,,,,,,
wideband_pgd,4,-1160585.25,18871.994140625,109692.3125,0.0,,,,,,,,,,,,,,,
wideband_pgd,5,-1131205.0,18440.349609375,106829.015625,0.0,,,,,,,,,,,,,,,
