algorithm,sweep_tag,sweep_value,sample_id,sum_rate_bps_per_hz,weighted_sum_rate,worst_fs_excess,mean_positive_fs_excess,fs_outage_any,power_violation,active_subband_fraction,runtime_ms
static_notch_mf,fs_in_target_db,-10.0,0,16.772335052490234,16.772335052490234,3.5401134490966797,0.8850283622741699,1.0,3.973643103449831e-08,0.9166666865348816,10.274271946400404
risk_neutral_pgd,fs_in_target_db,-10.0,0,20.53508949279785,20.53508949279785,274.3805236816406,74.59274291992188,1.0,0.0,1.0,142.48267095535994
wideband_pgd,fs_in_target_db,-10.0,0,16.366090774536133,16.366090774536133,222.7056121826172,55.6764030456543,1.0,0.0,0.9166666865348816,144.32714087888598
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,0,21.875709533691406,21.875709533691406,273.5975341796875,68.39938354492188,1.0,0.0,0.9166666865348816,290.8258377574384
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,0,13.874313354492188,13.874313354492188,-0.0029999613761901855,0.0,0.0,0.0,0.9166666865348816,416.7829533107579
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-10.0,0,16.282785415649414,16.282785415649414,-0.0029999613761901855,0.0,0.0,0.0,0.9166666865348816,709.0432071126997
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,0,20.030622482299805,20.030622482299805,18.82665252685547,4.706663131713867,1.0,0.0,0.9166666865348816,328.1671707518399
rate_recovered_primal_dual_unfolded,fs_in_target_db,-10.0,0,16.320573806762695,16.320573806762695,-0.0029998421669006348,0.0,0.0,0.0,0.9166666865348816,748.3219453133643
static_notch_mf,fs_in_target_db,-10.0,0,12.227423667907715,12.227423667907715,411.5985412597656,102.8996353149414,1.0,1.3245476715439963e-08,0.9166666865348816,10.293919127434492
risk_neutral_pgd,fs_in_target_db,-10.0,0,17.57682228088379,17.57682228088379,10574.1611328125,2799.891845703125,1.0,0.0,1.0,142.53114303573966
wideband_pgd,fs_in_target_db,-10.0,0,9.147616386413574,9.147616386413574,36279.390625,9069.84765625,1.0,0.0,0.9166666865348816,144.35436204075813
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,0,9.542198181152344,9.542198181152344,49005.9453125,12251.486328125,1.0,0.0,0.9166666865348816,291.0578749142587
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,0,4.313938617706299,4.313938617706299,-0.003000199794769287,0.0,0.0,0.0,0.9166666865348816,416.8262151069939
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-10.0,0,7.8188934326171875,7.8188934326171875,-0.003000199794769287,0.0,0.0,0.0,0.9166666865348816,709.8838123492897
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,0,14.669804573059082,14.669804573059082,478.05322265625,119.5133056640625,1.0,0.0,0.9166666865348816,328.46393110230565
rate_recovered_primal_dual_unfolded,fs_in_target_db,-10.0,0,7.727023601531982,7.727023601531982,-0.003000020980834961,0.0,0.0,0.0,0.9166666865348816,750.5653980188072
