group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,12.0,0.0,0.2906516492366791,23500442.31732071
2.0,6.0,0.5234808921813965,0.2906516492366791,23500442.31732071
3.0,4.0,0.6268604397773743,0.2906516492366791,23500442.31732071
4.0,3.0,0.7583178877830505,0.2906516492366791,23500442.31732071
6.0,2.0,0.8319759964942932,0.2906516492366791,23500442.31732071
