group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,12.0,0.0,0.47693851590156555,31870058.31395318
2.0,6.0,0.35841333866119385,0.47693851590156555,31870058.31395318
3.0,4.0,0.4807432293891907,0.47693851590156555,31870058.31395318
4.0,3.0,0.5781729221343994,0.47693851590156555,31870058.31395318
6.0,2.0,0.6880320906639099,0.47693851590156555,31870058.31395318
