algorithm,sweep_tag,sweep_value,sum_rate_bps_per_hz_mean,weighted_sum_rate_mean,sum_rate_bps_per_hz_p50,sum_rate_bps_per_hz_p05,sum_rate_bps_per_hz_p95,fs_outage_prob_any,worst_fs_excess_mean,mean_positive_fs_excess,cvar95_fs_excess,power_violation_mean,active_subband_fraction_mean,runtime_ms_mean,mean_delay_spread_ns,blocked_subband_fraction_mean
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,43.28297678629557,43.28297678629557,43.28297678629557,40.07103964487712,46.49491392771403,1.0,6419.630340576172,761.0693181355795,6787.5517171223955,0.0,0.8958333432674408,297.8589925915003,82.21136983235677,0.1041666567325592
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,44.142021814982094,44.142021814982094,44.142021814982094,35.13669287363688,53.14735075632731,1.0,867338.3216145834,82834.09521484375,978355.9947916666,0.0,0.8958333432674408,268.8127754178519,82.21136983235677,0.1041666567325592
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,7.55046025911967,7.55046025911967,7.55046025911967,2.1987295935551328,12.902191118399301,0.0,-0.003000070651372274,0.0,0.0,0.0,0.8958333432674408,329.8427731497213,82.21136983235677,0.1041666567325592
budgeted_primal_dual_pgd_repair_recover,fs_in_target_db,-10.0,19.33623758951823,19.33623758951823,19.336237748463947,14.0415700117747,24.63090532620748,0.0,-0.0018299172321955364,0.0,0.0,0.0,0.8958333432674408,424.0342075548445,82.21136983235677,0.1041666567325592
rate_recovered_primal_dual_unfolded,fs_in_target_db,-10.0,15.358659426371256,15.358659426371256,15.358659744262695,12.146900685628255,18.570418643951417,0.0,-0.002396071950594584,0.0,0.0,0.0,0.8958333432674408,448.82714193469536,82.21136983235677,0.1041666567325592
risk_neutral_pgd,fs_in_target_db,-10.0,52.34395535786947,52.34395535786947,52.343955993652344,49.294111251831055,55.39380073547363,1.0,100633.66438802083,9547.788981119791,101693.68041992188,0.0,1.0,257.81554200996953,82.21136983235677,0.1041666567325592
static_notch_mf,fs_in_target_db,-10.0,21.990510940551758,21.990510940551758,21.9905108610789,19.97463859717051,24.006383124987284,1.0,10286.060791015625,1663.6730448404949,11165.121337890625,2.2706532210037267e-08,0.8958333432674408,11.018479398141304,82.21136983235677,0.1041666567325592
wideband_pgd,fs_in_target_db,-10.0,16.201272010803223,16.201272010803223,16.201271851857502,11.857266553243,20.545277150472007,1.0,699575.2447916666,81506.59407552083,740786.2708333334,0.0,0.8958333432674408,260.313912644051,82.21136983235677,0.1041666567325592
legacy_budget_dual,fs_in_target_db,-6.0,147.15461921691897,147.15461921691897,147.15461921691897,147.15461921691897,147.15461921691897,0.0,-0.9987171271162124,0.0,0.0,0.0,,,,
legacy_budget_dual,fs_in_target_db,-10.0,174.28437423706055,174.28437423706055,174.28437423706055,174.28437423706055,174.28437423706055,0.0,-0.9977773204412439,0.0,0.0,0.0,,,,
legacy_budget_dual,fs_in_target_db,-14.0,152.04036331176758,152.04036331176758,152.04036331176758,152.04036331176758,152.04036331176758,0.0,-0.9926413907966725,0.0,0.0,0.0,,,,
legacy_hard_null,fs_in_target_db,-6.0,103.75825881958008,103.75825881958008,103.75825881958008,103.75825881958008,103.75825881958008,0.0,-0.9999999673284572,0.0,0.0,0.0,,,,
legacy_hard_null,fs_in_target_db,-10.0,117.70274353027344,117.70274353027344,117.70274353027344,117.70274353027344,117.70274353027344,0.0,-0.9999990586083274,0.0,0.0,0.0,,,,
legacy_hard_null,fs_in_target_db,-14.0,99.39284324645996,99.39284324645996,99.39284324645996,99.39284324645996,99.39284324645996,0.0,-0.9999989607629157,0.0,0.0,0.0,,,,
legacy_no_fs,fs_in_target_db,-6.0,143.85122108459473,143.85122108459473,143.85122108459473,143.85122108459473,143.85122108459473,1.0,944.342697318399,944.342697318399,944.342697318399,0.0,,,,
legacy_no_fs,fs_in_target_db,-10.0,173.0727767944336,173.0727767944336,173.0727767944336,173.0727767944336,173.0727767944336,1.0,10916.637240654829,10916.637240654829,10916.637240654829,0.0,,,,
legacy_no_fs,fs_in_target_db,-14.0,146.59383392333984,146.59383392333984,146.59383392333984,146.59383392333984,146.59383392333984,1.0,9460.52478314694,9460.52478314694,9460.52478314694,0.0,,,,
