epoch,train_loss,train_utility,train_distill_loss,teacher_runtime_s_mean,train_soft_outage,train_tail_excess,outage_weight,tail_weight,distill_weight,val_loss,val_utility,val_soft_outage,val_tail_excess
1,1553821654335.4285,-656140.4488002232,1726467716326.2856,2.880893584739949,521903.6085379464,575489184642.0,0.0,0.0,0.9,-16.49602460861206,16.49602460861206,0.0,0.0
2,1934622447.3214285,-37068.06797572545,2149539307.785714,2.8701700758455053,43165.129150390625,716506048.875,0.0,0.0,0.9,-8.199568271636963,8.199568271636963,0.0,0.0
3,1357018583.642857,-41042.61774553572,1507752838.5,2.8875736471132507,38900.780221121655,502577152.3035714,0.0,0.0,0.9,-11.678893566131592,11.678893566131592,0.0,0.0
4,763219950.1428572,-24707.279000418526,847994734.4285715,2.867209288923602,26232.509033203125,282660324.08035713,0.0,0.0,0.9,-12.28888463973999,12.28888463973999,0.0,0.0
5,534053253.01339287,-25295.50080217634,583326590.6607143,2.8619030781888535,24475.949201311385,194437740.11802456,0.2857142857142857,0.14285714285714285,0.8678571428571429,-11.562605857849121,11.562605857849121,0.0,0.0
6,-19.266258307865687,12.636863708496094,1.0151150822639465,2.871274619463033,0.0,0.0,0.5714285714285714,0.2857142857142857,0.8357142857142857,-13.44078254699707,13.44078254699707,0.0,0.0
7,-19.017219747815812,12.906722613743373,0.9877323508262634,2.8738829650849635,0.0,0.0,0.8571428571428571,0.42857142857142855,0.8035714285714286,-8.491334199905396,8.491334199905396,0.0,0.0
8,-18.877644538879395,12.93982379777091,0.4257532145295824,0.8459268697604004,0.0,0.0,1.1428571428571428,0.5714285714285714,0.7714285714285715,-13.011175632476807,13.011175632476807,0.0,0.0
9,-17.995072228567942,12.507374014173235,0.40819711344582693,0.8491789632742959,0.0,0.0,1.4285714285714286,0.7142857142857143,0.7392857142857143,-10.690928936004639,10.690928936004639,0.0,0.0
10,-15.296284062521798,10.605881214141846,0.37173054686614443,0.8481331231471684,0.0,0.0,1.7142857142857142,0.8571428571428571,0.7071428571428572,-10.273273944854736,10.273273944854736,0.0,0.0
11,-15.71296569279262,10.91584665434701,0.3446722722479275,0.856408915515723,0.0,0.0,2.0,1.0,0.675,-13.98896837234497,13.98896837234497,0.0,0.0
12,-16.169503416333878,10.20009456362043,0.371186946119581,0.8505410984091993,0.0,0.0,2.2857142857142856,1.1428571428571428,0.6428571428571429,-7.509385585784912,7.509385585784912,0.0,0.0
13,-18.55559880392892,12.872962134225029,0.38896635813372477,0.8493826672700899,0.0,0.0,2.5714285714285716,1.2857142857142858,0.6107142857142858,-16.81010341644287,16.81010341644287,0.0,0.0
14,-19.637919698442733,13.135926723480225,0.42703336690153393,0.8527320544235408,0.0,0.0,2.857142857142857,1.4285714285714286,0.5785714285714285,-12.725041389465332,12.725041389465332,0.0,0.0
15,-23.190832138061523,14.314302035740443,0.3729921856096813,0.8508136918369148,0.0,0.0,3.142857142857143,1.5714285714285714,0.5464285714285715,-15.3789644241333,15.3789644241333,0.0,0.0
16,-28.43524101802281,15.846394470759801,0.3630479425191879,0.8512748596923692,0.0,0.0,3.4285714285714284,1.7142857142857142,0.5142857142857143,-12.487232208251953,12.487232208251953,0.0,0.0
17,-29.576455116271973,17.127905096326554,0.42045717260667254,0.8506774059829435,0.0,0.0,3.7142857142857144,1.8571428571428572,0.48214285714285715,-22.978057861328125,22.978057861328125,0.0,0.0
18,-27.211747850690568,14.829727513449532,0.40384682587214876,0.857723437149876,0.0,0.0,4.0,2.0,0.45,-19.830816745758057,19.830816745758057,0.0,0.0
19,-26.26681341443743,16.081762858799525,0.3570967210190637,0.8567616860714874,0.0,0.0,4.0,2.0,0.45,-19.624399185180664,19.624399185180664,0.0,0.0
20,-25.216642107282365,14.829674312046595,0.3912689270717757,0.8549671714593258,0.0,0.0,4.0,2.0,0.45,-15.322811603546143,15.322811603546143,0.0,0.0
21,-27.192426000322616,15.725089958735875,0.35291330942085813,0.8490238729864359,0.0,0.0,4.0,2.0,0.45,-16.07046604156494,16.07046604156494,0.0,0.0
22,-26.51004954746791,15.615094934191022,0.2935003148657935,0.8529674781020731,0.0,0.0,4.0,2.0,0.45,-15.196455478668213,15.196455478668213,0.0,0.0
23,-27.98206056867327,16.967359951564244,0.29464318390403477,0.8469310588802078,0.0,0.0,4.0,2.0,0.45,-15.267541885375977,15.267541885375977,0.0,0.0
24,-25.130843571254186,15.009903158460345,0.39002799562045504,0.8533731938805431,0.0,0.0,4.0,2.0,0.45,-13.59983491897583,13.59983491897583,0.0,0.0
25,-30.17276041848319,19.10885456630162,0.0,0.0,0.0,0.0,4.0,2.0,0.45,-16.04915189743042,16.04915189743042,0.0,0.0
