algorithm,sweep_tag,sweep_value,sum_rate_bps_per_hz_mean,weighted_sum_rate_mean,sum_rate_bps_per_hz_p50,sum_rate_bps_per_hz_p05,sum_rate_bps_per_hz_p95,fs_outage_prob_any,worst_fs_excess_mean,mean_positive_fs_excess,cvar95_fs_excess,power_violation_mean,active_subband_fraction_mean,runtime_ms_mean,mean_delay_spread_ns,blocked_subband_fraction_mean
static_notch_mf,fs_in_target_db,-10.0,10.643548965454102,10.643548965454102,10.643548965454102,10.643548965454102,10.643548965454102,1.0,667.4249267578125,169.03921508789062,667.4249267578125,3.973643103449831e-08,0.8333333134651184,10.487840976566076,71.1433334350586,0.1666666865348816
risk_neutral_pgd,fs_in_target_db,-10.0,18.288131713867188,18.288131713867188,18.288131713867188,18.288131713867188,18.288131713867188,1.0,7710.23583984375,1961.4344482421875,7710.23583984375,0.0,1.0,141.43943693488836,71.1433334350586,0.1666666865348816
wideband_pgd,fs_in_target_db,-10.0,10.972857475280762,10.972857475280762,10.972857475280762,10.972857475280762,10.972857475280762,1.0,20136.181640625,5034.04541015625,20136.181640625,0.0,0.8333333134651184,142.98035902902484,71.1433334350586,0.1666666865348816
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,12.148857116699219,12.148857116699219,12.148857116699219,12.148857116699219,12.148857116699219,1.0,27184.830078125,6796.20751953125,27184.830078125,0.0,0.8333333134651184,327.30745803564787,71.1433334350586,0.1666666865348816
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,3.2090961933135986,3.2090961933135986,3.2090961933135986,3.2090961933135986,3.2090961933135986,0.0,-0.004999876022338867,0.0,0.0,0.0,0.8333333134651184,570.2391783706844,71.1433334350586,0.1666666865348816
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,15.8677978515625,15.8677978515625,15.8677978515625,15.8677978515625,15.8677978515625,1.0,515.0429077148438,128.76072692871094,515.0429077148438,0.0,0.8333333134651184,331.51247911155224,71.1433334350586,0.1666666865348816
feasibility_restored_primal_dual_unfolded,fs_in_target_db,-10.0,1.9509071111679077,1.9509071111679077,1.9509071111679077,1.9509071111679077,1.9509071111679077,0.0,-0.005000054836273193,0.0,0.0,0.0,0.8333333134651184,456.87177078798413,71.1433334350586,0.1666666865348816
static_notch_mf,fs_in_target_db,-10.0,6.997657775878906,6.997657775878906,6.997657775878906,6.997657775878906,6.997657775878906,1.0,421.45098876953125,105.36274719238281,421.45098876953125,1.3245476715439963e-08,0.9166666865348816,10.442624799907207,72.972900390625,0.08333331346511841
risk_neutral_pgd,fs_in_target_db,-10.0,12.748318672180176,12.748318672180176,12.748318672180176,12.748318672180176,12.748318672180176,1.0,33701.69140625,8490.7158203125,33701.69140625,0.0,1.0,141.6949089616537,72.972900390625,0.08333331346511841
wideband_pgd,fs_in_target_db,-10.0,7.624267578125,7.624267578125,7.624267578125,7.624267578125,7.624267578125,1.0,20411.58984375,5102.8974609375,20411.58984375,0.0,0.9166666865348816,143.79348699003458,72.972900390625,0.08333331346511841
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,11.592582702636719,11.592582702636719,11.592582702636719,11.592582702636719,11.592582702636719,1.0,27542.14453125,6885.5361328125,27542.14453125,0.0,0.9166666865348816,289.9598809890449,72.972900390625,0.08333331346511841
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,0.45918282866477966,0.45918282866477966,0.45918282866477966,0.45918282866477966,0.45918282866477966,0.0,-0.004999935626983643,0.0,0.0,0.0,0.9166666865348816,415.37545900791883,72.972900390625,0.08333331346511841
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,12.795945167541504,12.795945167541504,12.795945167541504,12.795945167541504,12.795945167541504,1.0,904.1380615234375,226.03451538085938,904.1380615234375,0.0,0.9166666865348816,325.55358158424497,72.972900390625,0.08333331346511841
feasibility_restored_primal_dual_unfolded,fs_in_target_db,-10.0,0.43114569783210754,0.43114569783210754,0.43114569783210754,0.43114569783210754,0.43114569783210754,0.0,-0.0050002336502075195,0.0,0.0,0.0,0.9166666865348816,451.11702010035515,72.972900390625,0.08333331346511841
