epoch,train_loss,train_utility,train_distill_loss,teacher_runtime_s_mean,val_loss,val_utility
1,3343303.288696289,-4926.903511047363,8345941.242675781,1.6900582902599126,181.4696044921875,-181.4696044921875
2,79538.88397216797,-779.6464042663574,196898.08422851562,1.6670446062926203,744.064208984375,-744.064208984375
3,1487.2310781478882,-1487.2310781478882,0.0,0.0,-12.433197021484375,12.433197021484375
4,2172.931877851486,-2172.931877851486,0.0,0.0,31959.396484375,-31959.396484375
