group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,12.0,0.0,0.3784050941467285,26818109.09810606
2.0,6.0,0.49226656556129456,0.3784050941467285,26818109.09810606
3.0,4.0,0.6966137290000916,0.3784050941467285,26818109.09810606
4.0,3.0,0.777504026889801,0.3784050941467285,26818109.09810606
6.0,2.0,0.8232620358467102,0.3784050941467285,26818109.09810606
