algorithm,sweep_tag,sweep_value,sum_rate_bps_per_hz_mean,weighted_sum_rate_mean,sum_rate_bps_per_hz_p50,sum_rate_bps_per_hz_p05,sum_rate_bps_per_hz_p95,fs_outage_prob_any,worst_fs_excess_mean,mean_positive_fs_excess,cvar95_fs_excess,power_violation_mean,active_subband_fraction_mean,runtime_ms_mean,mean_delay_spread_ns,blocked_subband_fraction_mean
budget_aware_primal_dual_unfolded,fs_in_target_db,-14.0,27.186711311340332,27.186711311340332,27.186711311340332,25.020580768585205,29.35284185409546,1.0,301120.5203507741,25765.05608312289,308769.1203619639,0.0,0.8854166766007742,335.4783640243113,82.4987055460612,0.11458332339922588
budget_aware_primal_dual_unfolded,fs_in_target_db,-10.0,25.087270736694336,25.087270736694336,25.087270895640057,22.293857494990032,27.88068429629008,0.9166666666666666,19.895953103899956,3.2957725947101912,21.246139518916607,0.0,0.9097222288449606,345.46438266988844,82.4393704732259,0.09027777115503947
budget_aware_primal_dual_unfolded,fs_in_target_db,-6.0,25.19223690032959,25.19223690032959,25.19223690032959,21.844789695739745,28.539684104919434,1.0,35.31803401311239,5.273198405901591,38.30389984448751,0.0,0.8854166766007742,314.988938276656,82.72905604044597,0.11458333333333333
budgeted_primal_dual_pgd,fs_in_target_db,-14.0,46.581533432006836,46.581533432006836,46.58153374989828,41.73955653508504,51.42351096471151,1.0,73486419.08333333,6210422.411458333,74494480.5,0.0,0.8854166766007742,280.3889258842294,82.4987055460612,0.11458332339922588
budgeted_primal_dual_pgd,fs_in_target_db,-10.0,47.388861974080406,47.388861974080406,47.38886229197184,37.30311524073283,57.47460934321085,1.0,873402.1100260416,82731.72509765625,987365.8802083334,0.0,0.9097222288449606,280.5319822315748,82.4393704732259,0.09027777115503947
budgeted_primal_dual_pgd,fs_in_target_db,-6.0,48.1756165822347,48.1756165822347,48.17561690012614,40.787432257334395,55.56380154291788,1.0,1189434.1888020833,100708.77994791667,1203140.8919270833,0.0,0.8854166766007742,285.8351237761478,82.72905604044597,0.11458333333333333
budgeted_primal_dual_pgd_repair,fs_in_target_db,-14.0,1.6248128097504377,1.6248128097504377,1.6248128196845453,0.3538157371804118,2.8958099630350866,0.0,-0.0050000349680582685,0.0,0.0,0.0,0.8854166766007742,433.0193162895739,82.4987055460612,0.11458332339922588
budgeted_primal_dual_pgd_repair,fs_in_target_db,-10.0,3.1166365842024484,3.1166365842024484,3.1166366040706635,1.1809424271186193,5.052330800890922,0.0,-0.005000049869219462,0.0,0.0,0.0,0.9097222288449606,407.1534962082903,82.4393704732259,0.09027777115503947
budgeted_primal_dual_pgd_repair,fs_in_target_db,-6.0,3.445488621791204,3.445488621791204,3.4454886242747307,1.3762392200529574,5.514737909287214,0.0,-0.004999950528144836,0.0,0.0,0.0,0.8854166766007742,417.0890192423637,82.72905604044597,0.11458333333333333
feasibility_restored_primal_dual_unfolded,fs_in_target_db,-14.0,2.2307236095269523,2.2307236095269523,2.2307236045598984,0.49981762063301477,3.9616295471787453,0.0,-0.004999945561091105,0.0,0.0,0.0,0.8854166766007742,433.56562165233,82.4987055460612,0.11458332339922588
