group_size,num_groups,nmse,adjacent_freq_correlation,coherence_bw_proxy_hz
1.0,24.0,0.0,0.48701012134552,16247883.919000221
2.0,12.0,0.39340949058532715,0.48701012134552,16247883.919000221
4.0,6.0,0.6574820876121521,0.48701012134552,16247883.919000221
6.0,4.0,0.7665610313415527,0.48701012134552,16247883.919000221
8.0,3.0,0.8012334704399109,0.48701012134552,16247883.919000221
12.0,2.0,0.8663458228111267,0.48701012134552,16247883.919000221
